adref,salary_min,redirect_url,description,latitude,title,salary_is_predicted,id,created,__CLASS__,salary_max,longitude,category.label,category.__CLASS__,category.tag,location.display_name,location.__CLASS__,location.area,company.display_name,company.__CLASS__,contract_time,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmo5QlVDcDI4UkdNZW9Ed0Nyd1lsZyIsImkiOiI1Nzg1NjMwMzU1In0.fpmAKAndZ_rA9TlK66G7_C3O5OkQLX3WDTfZdkisC_Y,47260.34,https://www.adzuna.com/details/5785630355?utm_medium=api&utm_source=abfa41a4,"Benefits: 401(k) Health insurance Job Summary We are seeking a highly motivated Legal Assistant to join our team. In this role, you will provide assistance to lawyers and paralegals, ensuring they are able to carry out their duties. You will communicate with clients, compile case materials, and administrative tasks. The ideal candidate is hardworking and detail-oriented. Responsibilities Communicate with clients and witnesses Prepare case-specific documents, including medical records and bills …",28.1164,Legal Assistant,1,5785630355,2026-07-02T11:11:07Z,Adzuna::API::Response::Job,47260.34,-82.36277,Admin Jobs,Adzuna::API::Response::Category,admin-jobs,"Tampa Palms, Hillsborough County",Adzuna::API::Response::Location,"['US', 'Florida', 'Hillsborough County', 'Tampa Palms']",Malki Law Offices,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmo5QlVDcDI4UkdNZW9Ed0Nyd1lsZyIsImkiOiI1Nzg1NjMwNDIwIn0.H9Qj1PLfTkxT7MS7DlJAVlc3OY6qvPK1Xk8OJwjvzlQ,108736.68,https://www.adzuna.com/details/5785630420?utm_medium=api&utm_source=abfa41a4,"Assistant Surgical Services Inspire health. Serve with compassion. Be the difference. Provides assistant surgical services in the operating room as well as other selected medical services under the direction of the surgeon. Accountabilities Provides general surgical assistant services in operating room. 10% Assists surgeon with prepping and until completion of procedure. 15% Removes drains, tubes and catheters. 10% Closes incisions. 15% Assists with patient office visits and assumes call when a…",34.725985,Physician Assistant / Nurse Practitioner - Orthopedics - Seneca,1,5785630420,2026-07-02T11:11:07Z,Adzuna::API::Response::Job,108736.68,-82.941916,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Seneca, Oconee County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Oconee County', 'Seneca']",Prisma Health,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmo5QlVDcDI4UkdNZW9Ed0Nyd1lsZyIsImkiOiI1Nzg1NjMwMzY1In0.O2gJ4soEjbDfyLlHtehHWsgyVHud1qTcdZEmolI-Z3k,57200.78,https://www.adzuna.com/details/5785630365?utm_medium=api&utm_source=abfa41a4,"Licensed Physical Therapy Assistant Join a team that's making a real difference. We're hiring a licensed PTA to work in an outpatient clinic in St. Augustine, FL, where you will support adult orthopedic patients recovering from injuries, illnesses, or surgeries—helping them manage pain and regain movement—under the supervision of a licensed Physical Therapist. Apply today and a recruiter will follow up with next steps. Minimum Requirements: Associate's degree in physical therapy from an accredi…",29.783594,Physical Therapy Assistant - Full Time,1,5785630365,2026-07-02T11:11:07Z,Adzuna::API::Response::Job,57200.78,-81.260042,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Saint Augustine, St. Johns County",Adzuna::API::Response::Location,"['US', 'Florida', 'St. Johns County', 'Saint Augustine']","ProVenture, LLC",Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYzMDQwNyIsInMiOiJiajlCVUNwMjhSR01lb0R3Q3J3WWxnIn0.2s4Pr8tEj9CERtf1W5VQq_gm2a1cnHmjUCLjMaSWFo8,45797.64,https://www.adzuna.com/details/5785630407?utm_medium=api&utm_source=abfa41a4,"Graphic Design Intern Employee Status: Temporary, Unpaid (10-15 hours per week) Location: Remote About Us Mamaya Health is a specialized women's mental health company - and we are looking for passionate individuals to help us bring this mission to life. We are the mental health platform built for every season of a woman's life: pregnancy, postpartum, fertility, perimenopause, menopause, and beyond. Our clinicians, therapy services, medication management, and evidence-based programs are designed…",36.172489,Graphic Design Intern,1,5785630407,2026-07-02T11:11:07Z,Adzuna::API::Response::Job,45797.64,-86.780596,Creative & Design Jobs,Adzuna::API::Response::Category,creative-design-jobs,"Nashville, Davidson County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Davidson County', 'Nashville']",Mamaya Health,Adzuna::API::Response::Company,,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYzMDM1MyIsInMiOiJiajlCVUNwMjhSR01lb0R3Q3J3WWxnIn0.TjuDJ8HMjXV8YWXr2PwzP_zWpXshRReBkt6Y3D-PrhI,0.0,https://www.adzuna.com/details/5785630353?utm_medium=api&utm_source=abfa41a4,"GLC On-The-Go is seeking a travel nurse RN Med Surg / Telemetry for a travel nursing job in Garfield Heights, Ohio. Job Description & Requirements Specialty: Med Surg / Telemetry Discipline: RN Start Date: 07/24/2026 Duration: 13 weeks 36 hours per week Shift: 12 hours Employment Type: Travel GLC is hiring: RN Med Surg, Telemetry - Garfield Heights, OH - 13-week contract GLC – Named Best Nurse Agency 2024–2025 We connect nurses, nursing professionals, and allied health professionals like you to…",41.451118,"Travel Med/Surg Telemetry RN - $2,104 per week",0,5785630353,2026-07-02T11:11:07Z,Adzuna::API::Response::Job,109408.0,-81.630908,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Garfield Heights, Cuyahoga County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Cuyahoga County', 'Garfield Heights']",GLC On-The-Go,Adzuna::API::Response::Company,full_time,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmo5QlVDcDI4UkdNZW9Ed0Nyd1lsZyIsImkiOiI1Nzg1NjMwMzU2In0.3DzHyraebKxjzYCC6FmoAgWwz0bS-QMvyiI2DtDNsh8,44106.05,https://www.adzuna.com/details/5785630356?utm_medium=api&utm_source=abfa41a4,Pool Details Candidate(s) recommended for hire are subject to a criminal background check. First Section Pool Title POOL - Respiratory Therapy Clinical Instructor (Part-time Raleigh Area) Pool Number F129-18 Announcement Summary This is a continuous recruitment pool not specifically advertised. The pool is continuous in order to develop a qualified pool of interested candidates. We invite applications to be submitted for potential openings. Duties This clinical instructor will work with clinica…,35.054723,POOL - Respiratory Therapy Clinical Instructor (Part-time Raleigh Area),1,5785630356,2026-07-02T11:11:07Z,Adzuna::API::Response::Job,44106.05,-78.906299,Part time Jobs,Adzuna::API::Response::Category,part-time-jobs,"Haymount, Cumberland County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Cumberland County', 'Haymount']",Fayetteville Technical Community College,Adzuna::API::Response::Company,part_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYzMDMwNyIsInMiOiJiajlCVUNwMjhSR01lb0R3Q3J3WWxnIn0.MSUuuC6qbgqIkfNjYy7EG19IvAytnw1Cg33x-tLTaxE,70902.89,https://www.adzuna.com/details/5785630307?utm_medium=api&utm_source=abfa41a4,"Relationship Banker- Marin Area San Rafael, California;Corte Madera, California To proceed with your application, you must be at least 18 years of age. Acknowledge (https://ghr.wd1.myworkdayjobs.com/Lateral-US/job/San-Rafael/Relationship-BankerMarin-Area_26021897) Bank of America employees are required to meet all posting eligibility requirements prior to applying for any new position. Acknowledge (https://ghr.wd1.myworkdayjobs.com/Lateral-US/job/San-Rafael/Relationship-BankerMarin-Area_2602189…",37.9811,Relationship Banker- Marin Area,1,5785630307,2026-07-02T11:11:06Z,Adzuna::API::Response::Job,70902.89,-122.5059,Accounting & Finance Jobs,Adzuna::API::Response::Category,accounting-finance-jobs,"San Rafael, Marin County",Adzuna::API::Response::Location,"['US', 'California', 'Marin County', 'San Rafael']",Bank of America,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYzMDMxOSIsInMiOiJiajlCVUNwMjhSR01lb0R3Q3J3WWxnIn0.ymQr8m0ze650NytMbgAaqcNp7mLB5C4ICTQu7W1LEA8,0.0,https://www.adzuna.com/details/5785630319?utm_medium=api&utm_source=abfa41a4,"LanceSoft is seeking a travel nurse RN ED - Emergency Department for a travel nursing job in Clear Lake, California. Job Description & Requirements Specialty: ED - Emergency Department Discipline: RN Start Date: 07/20/2026 Duration: 13 weeks 32 hours per week Shift: 8 hours, days Employment Type: Travel 2 years of specialty experience BLS, ACLS and PALS certification. Day Shift; 0600 to 1830 shift, 36 hours per week, per Manager. ER and ICU experience preferred as some floating may be needed HC…",38.956478,"Travel Nurse RN - ED - Emergency Department - $2,558 per week",0,5785630319,2026-07-02T11:11:06Z,Adzuna::API::Response::Job,133016.0,-122.639605,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Clearlake, Lake County",Adzuna::API::Response::Location,"['US', 'California', 'Lake County', 'Clearlake']",LanceSoft,Adzuna::API::Response::Company,,contract
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmo5QlVDcDI4UkdNZW9Ed0Nyd1lsZyIsImkiOiI1Nzg1NjMwMzM1In0.78IvqIitZDyA6gOqcQqE5mB7UtWjHu2I2ZmEIn-dWuY,62378.66,https://www.adzuna.com/details/5785630335?utm_medium=api&utm_source=abfa41a4,"Overview Who We Are We are a community built on care. Our caregivers and supporting staff extend compassion to those in need, helping to improve the health and well-being of those we serve, and provide comfort and healing. Your community is our community. Our Story We started out as a small operation in California. In May 1969, we acquired four hospitals, some additional care facilities and real estate for the future development of hospitals. Over the years, we've grown tremendously in size, sc…",42.275816,Registered Nurse (RN) Manager - Special Care Nursery,1,5785630335,2026-07-02T11:11:06Z,Adzuna::API::Response::Job,62378.66,-71.820142,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"West Side, Worcester County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Worcester County', 'West Side']",Saint Vincent Hospital,Adzuna::API::Response::Company,full_time,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmo5QlVDcDI4UkdNZW9Ed0Nyd1lsZyIsImkiOiI1Nzg1NjMwMzQyIn0.5jolDu87Je5gNdYaawXWb87WAQk_TIPnP5V53D8dapA,20775.1,https://www.adzuna.com/details/5785630342?utm_medium=api&utm_source=abfa41a4,"Job Description Accurate Healthcare Staffing is currently seeking a RN -PCU for an assignment in Fayetteville, NC. Qualified candidates must hold an active NC license and have a minimum of 2 years of recent U.S. Experience in PCU as a RN. Shift: 12N Requirements: Current Resume Active State Nursing License Relevant Specialty Certifications Two (2) Recent Clinical References Required Vaccinations / Immunization Records Background Check & Drug Screen (as required by facility) Why Work with Accura…",35.054723,RN - PCU,1,5785630342,2026-07-02T11:11:06Z,Adzuna::API::Response::Job,20775.1,-78.906299,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Haymount, Cumberland County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Cumberland County', 'Haymount']",Accurate Staffing child board ,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYzMDMzMCIsInMiOiJiajlCVUNwMjhSR01lb0R3Q3J3WWxnIn0.D8UPGdr0ZYmw2WBNyDm5_Kr2zizlyMnXL7t6JdB7DOs,45801.44,https://www.adzuna.com/details/5785630330?utm_medium=api&utm_source=abfa41a4,"Purpose: To assure quality nursing care for patient by following physician's orders, state and federal regulations and this Facility's policies and procedures. Essential Job Functions and Requirements: Employee work shifts as scheduled. Must be willing to work other variable hours when necessary. Assists in direction of nursing services for unit/hall, in accordance with the Nursing Practice Act, and under the supervision of a Registered Nurse Delegates duties to professional nurses and non-prof…",35.054723,Licensed Practical Nurse (LPN) Staff Nurse PRN,1,5785630330,2026-07-02T11:11:06Z,Adzuna::API::Response::Job,45801.44,-78.906299,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Haymount, Cumberland County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Cumberland County', 'Haymount']",Freedom Staffing LLC,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiYmo5QlVDcDI4UkdNZW9Ed0Nyd1lsZyIsImkiOiI1Nzg1NjMwMjMyIn0.elkgI4GdQA0_mvoHw0V9lSGejrnuq0T5mBuNz6i9FYc,0.0,https://www.adzuna.com/details/5785630232?utm_medium=api&utm_source=abfa41a4,"Assured Nursing is seeking a travel nurse RN Stepdown for a travel nursing job in Henderson, Kentucky. Job Description & Requirements Specialty: Stepdown Discipline: RN Start Date: 07/06/2026 Duration: 13 weeks 48 hours per week Shift: 12 hours, nights Employment Type: Travel Assesses the physical, psychosocial, and educational needs of the patient. Plans and implements nursing care according to patient and family needs. Makes appropriate interventions based upon individual patient needs. Evalu…",37.83433,"Travel Stepdown RN - $2,866 per week",0,5785630232,2026-07-02T11:11:06Z,Adzuna::API::Response::Job,149032.0,-87.59026,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Henderson, Henderson County",Adzuna::API::Response::Location,"['US', 'Kentucky', 'Henderson County', 'Henderson']",Assured Nursing Inc,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiRHQ5R1VTcDI4UkdLYy1pYWZzRldZUSIsImkiOiI1Nzg1NjMwODYwIn0.K14iuEnIWTnlpA2MfiKrBxb5p3FSUKa_tLBVVQmnCkE,46143.86,https://www.adzuna.com/details/5785630860?utm_medium=api&utm_source=abfa41a4,"Primary Care Nurse Work where every moment matters. Every day, over 40,000 Hartford HealthCare colleagues come to work with one thing in common: pride in what we do, knowing every moment matters here. We invite you to become part of Connecticut's most comprehensive healthcare network as a Primary Care Nurse. Hartford HealthCare at Home, the largest provider of homecare services in Connecticut, has been fulfilling our mission for more than 115 years. Our person-centered care model allows our col…",41.84814,"Primary Care RN (Registered Nurse, Visiting Nurse) - HomeCare",1,5785630860,2026-07-02T11:11:11Z,Adzuna::API::Response::Job,46143.86,-72.46416,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Turnpike, Tolland County",Adzuna::API::Response::Location,"['US', 'Connecticut', 'Tolland County', 'Turnpike']",Hartford Healthcare,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYzMDc5NyIsInMiOiJEdDlHVVNwMjhSR0tjLWlhZnNGV1lRIn0._HcCb1E-5Dzu4trvMVJsa-iTaJk4wq9noLWPFUdezsY,58766.71,https://www.adzuna.com/details/5785630797?utm_medium=api&utm_source=abfa41a4,Job Description We're looking for Advanced Practice Estheticians who: Thrive in a team-first environment Love educating and coaching clients throughout their skincare journey Are driven to grow professionally and financially Joining the FACE FOUNDRIÉ team includes unique benefits: An industry-leading and mission-driven brand amplified by marketing that attracts a wide range of clients A compensation package that includes deep discounts on cutting-edge products and services A modern and inviting…,44.957486,Advanced Practice (AP) Esthetician,1,5785630797,2026-07-02T11:11:11Z,Adzuna::API::Response::Job,58766.71,-93.521702,Sales Jobs,Adzuna::API::Response::Category,sales-jobs,"Minnetonka Beach, Hennepin County",Adzuna::API::Response::Location,"['US', 'Minnesota', 'Hennepin County', 'Minnetonka Beach']",FACE FOUNDRIÉ,Adzuna::API::Response::Company,part_time,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYzMDc0MSIsInMiOiJEdDlHVVNwMjhSR0tjLWlhZnNGV1lRIn0.YByuRKRoIDZHpyaDBCPtu_6aE86Xq4AZP-9gLEBdAHo,16307.71,https://www.adzuna.com/details/5785630741?utm_medium=api&utm_source=abfa41a4,"Travel healthcare offers healthcare professionals new career opportunities that involve travel, growth, and excitement. At Host Healthcare, we are dedicated to providing travel nurses, travel therapists, and travel allied professionals with the assignment of their dreams.",61.154889,RN,1,5785630741,2026-07-02T11:11:10Z,Adzuna::API::Response::Job,16307.71,-149.827973,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Eagle River, Anchorage",Adzuna::API::Response::Location,"['US', 'Alaska', 'Anchorage', 'Eagle River']",Host Healthcare,Adzuna::API::Response::Company,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYzMDcxOCIsInMiOiJEdDlHVVNwMjhSR0tjLWlhZnNGV1lRIn0.3P2rArT4aB6Tj9SXiOeTrYhDPFVrCisiL77d8MCn73U,0.0,https://www.adzuna.com/details/5785630718?utm_medium=api&utm_source=abfa41a4,"SkyBridge Healthcare Therapy is seeking a travel Physical Therapist for a travel job in Oklahoma City, Oklahoma. Job Description & Requirements Specialty: Physical Therapist Discipline: Therapy Start Date: ASAP Duration: 13 weeks 40 hours per week Shift: 8 hours Employment Type: Travel Type: Rehabilitation Oklahoma City , OK SkyBridge Healthcare is seeking a Traveler for a 13 week contract in OK. SkyBridge Healthcare is a premier staffing firm dedicated to matching outstanding talent with excep…",35.54388,"Travel Physical Therapist - $2,500 per week",0,5785630718,2026-07-02T11:11:10Z,Adzuna::API::Response::Job,130000.0,-97.5561,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Nichols Hills, Oklahoma County",Adzuna::API::Response::Location,"['US', 'Oklahoma', 'Oklahoma County', 'Nichols Hills']",Vivian Health,Adzuna::API::Response::Company,full_time,contract
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc4NTYzMDczMyIsInMiOiJEdDlHVVNwMjhSR0tjLWlhZnNGV1lRIn0.6cCnXusBKeDlIMUogotBkoHsPk91JGP4V-GBABmTiL8,22240.93,https://www.adzuna.com/details/5785630733?utm_medium=api&utm_source=abfa41a4,"RN, Endoscopy Care Career is looking for Endoscopy RN's to fulfill an assignment in Denver, Colorado. Gross Pay: $1,908 Hourly Rate: $19 Weekly Stipend: $1,137 Shift: 4x10 Hour Day Shift Shifts Per Week: 4 Scheduled Hours: 40 Start Date: 07/20/2026 Start Dates are flexible End Date: 10/19/2026 Duration: 13 weeks Benefits Medical, Dental, Vision, and 401K within the first month Maximum allowable IRS travel stipend  a healthy meals and expenditure stipend Licensing /certification renewals 1:1 att…",39.7427,"RN, Endoscopy",1,5785630733,2026-07-02T11:11:10Z,Adzuna::API::Response::Job,22240.93,-104.9813,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,healthcare-nursing-jobs,"Glendale, Denver",Adzuna::API::Response::Location,"['US', 'Colorado', 'Denver', 'Glendale']",Next Move Healthcare,Adzuna::API::Response::Company,,
