adref,created,salary_max,longitude,salary_min,id,description,latitude,redirect_url,title,salary_is_predicted,contract_time,__CLASS__,location.display_name,location.__CLASS__,location.area,company.__CLASS__,company.display_name,category.tag,category.__CLASS__,category.label,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQxMTczOCIsInMiOiIwSHBqOFhGUThSRzZucGdGZHphTGh3In0.J2awHRoB3TwQdCqMBsZfpW5NksAqIybU1rJbDQ834BA,2026-05-15T09:37:16Z,76045.06,-97.67891,76045.06,5730411738,"Strong staffing Support when it matters most. Technology and tools that streamline patient monitoring and communication to help you work more efficiently. Robust supply chains to keep you fully equipped. Ongoing clinical education to improve your skills. As a Registered Nurse at St. David's Surgical Hospital, you’ll have all the staffing support, technology and resources you need to deliver safe, high-quality care—so you can focus on what you do best. Job Summary and Qualifications Position Det…",30.443463,https://www.adzuna.com/land/ad/5730411738?se=0Hpj8XFQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=B1F69D11C77F2EFF02D6F0A005E02DE2BA7411A4,Registered Nurse Ambulatory PRN,1,,Adzuna::API::Response::Job,"Mc Neil, Travis County",Adzuna::API::Response::Location,"['US', 'Texas', 'Travis County', 'Mc Neil']",Adzuna::API::Response::Company,St. David's Surgical Hospital,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQxMTczMCIsInMiOiIwSHBqOFhGUThSRzZucGdGZHphTGh3In0.4qhxhcQKZtiylkLuCehroyNOLsrsrvyc0yr7CcR-SHA,2026-05-15T09:37:14Z,75034.64,-97.827557,75034.64,5730411730,"Strong staffing Support when it matters most. Technology and tools that streamline patient monitoring and communication to help you work more efficiently. Robust supply chains to keep you fully equipped. Ongoing clinical education to improve your skills. As a Registered Nurse at St. David's Surgical Hospital, you’ll have all the staffing support, technology and resources you need to deliver safe, high-quality care—so you can focus on what you do best. Job Summary and Qualifications Position Det…",30.497311,https://www.adzuna.com/land/ad/5730411730?se=0Hpj8XFQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=C6EBC8281175FB3E8839096B7ACD9712B3D2CD6E,Registered Nurse Ambulatory PRN,1,,Adzuna::API::Response::Job,"Cedar Park, Williamson County",Adzuna::API::Response::Location,"['US', 'Texas', 'Williamson County', 'Cedar Park']",Adzuna::API::Response::Company,St. David's Surgical Hospital,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMEhwajhYRlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDExNzI5In0.lS0XLxMAJWsY9K0_tLX-kQNlhbAcrOByiCx1k4Mrnqo,2026-05-15T09:37:14Z,73640.27,-81.421292,73640.27,5730411729,"Introduction Experience the HCA Healthcare difference where colleagues are trusted, valued members of our healthcare team. Grow your career with an organization committed to delivering respectful, compassionate care, and where the unique and intrinsic worth of each individual is recognized. Submit your application for the opportunity below: Registered Nurse RN Inpatient Rehab HCA Florida Osceola Hospital Job Summary and Qualifications - PRN AS NEEDED We are seeking a dynamic Rehab RN to join ou…",28.307805,https://www.adzuna.com/land/ad/5730411729?se=0Hpj8XFQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=FBE5AE6527AEB748D328ADFB2DACEE855AD6D85F,RN Med - Surg PRN,1,,Adzuna::API::Response::Job,"Kissimmee, Osceola County",Adzuna::API::Response::Location,"['US', 'Florida', 'Osceola County', 'Kissimmee']",Adzuna::API::Response::Company,HCA Florida Osceola Hospital,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMEhwajhYRlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDExNzI4In0.WVLhrQgJpXAOLVnWAJg0H5pY-pEytjpYcs4JyyhoyeA,2026-05-15T09:37:14Z,74321.04,-82.629488,74321.04,5730411728,"As a RN Registered Nurse Float Pool PRN, your voice to influence patient care is valued and empowered at every turn –whether through open, collaborative relationships with your direct manager or more formal opportunities through hospital councils and national nursing initiatives. You'll help shape decisions that elevate both patient outcomes and the future of nursing. Job Summary and Qualifications We are seeking a Critical Care Registered Nurse for our Specialty Float Pool PRN. You will provid…",27.488679,https://www.adzuna.com/land/ad/5730411728?se=0Hpj8XFQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=67DB1564712C8126C6B6AA73177383155D9566AF,RN Registered Nurse Float Pool PRN,1,,Adzuna::API::Response::Job,"West Bradenton, Manatee County",Adzuna::API::Response::Location,"['US', 'Florida', 'Manatee County', 'West Bradenton']",Adzuna::API::Response::Company,HCA Florida Blake Hospital,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQxMTczMSIsInMiOiIwSHBqOFhGUThSRzZucGdGZHphTGh3In0.dJwlUMgkhvYnd7jyEGL1KbRARCragEsfhbnjplthh3M,2026-05-15T09:37:14Z,115593.5,-85.272789,115593.5,5730411731,"Are you looking for a place to deliver excellent care patients deserve? At Parkridge Medical Center we support our colleagues in their positions. Join our Team as an Acute Care Nurse and access programs to assist with every stage of your career. Benefits Parkridge Medical Center, offers a total rewards package that supports the health, life, career and retirement of our colleagues. The available plans and programs include: Comprehensive medical coverage that covers many common services at no co…",35.029783,https://www.adzuna.com/land/ad/5730411731?se=0Hpj8XFQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=988F53C0878283B39AFA66F8F7976438DF9E5EAB,Registered Nurse Ortho PRN,1,part_time,Adzuna::API::Response::Job,"Ridgeside, Hamilton County",Adzuna::API::Response::Location,"['US', 'Tennessee', 'Hamilton County', 'Ridgeside']",Adzuna::API::Response::Company,Parkridge Medical Center,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQxMTcyNiIsInMiOiIwSHBqOFhGUThSRzZucGdGZHphTGh3In0.JCXEeIXzicf9i_kNRF0u1zvgiLXJO5jVPhF9diffudI,2026-05-15T09:37:13Z,38777.29,-77.968154,38777.29,5730411726,"Brand - Spirit Halloween The Sales Associate will support the Store Management Team in the setup, merchandising, pack-up and teardown of a seasonal store. The Sales Associate is responsible for maintaining Guest Services as per Company Standards. The Sales Associate will support the Store Management Team by generating sales, sign waving, general housekeeping, merchandising, signing, pricing, POS operations and loss prevention. The minimum age requirement for this position is 16. The physical de…",39.452936,https://www.adzuna.com/land/ad/5730411726?se=0Hpj8XFQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=43FC7962C3B39FD19830EB4350476A1A463A8C1B,Sales Associate - Spirit,1,,Adzuna::API::Response::Job,"Martinsburg, Berkeley County",Adzuna::API::Response::Location,"['US', 'West Virginia', 'Berkeley County', 'Martinsburg']",Adzuna::API::Response::Company,Spirit Halloween,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQxMTcyMCIsInMiOiIwSHBqOFhGUThSRzZucGdGZHphTGh3In0.Po52QLKjBiKnP1n9G7h_SONsAYBl7yTERm5yBXcvQrk,2026-05-15T09:37:11Z,33749.91,-81.769132,33749.91,5730411720,"Hourly rate ranges from $14.00 to $14.25 and is dependent upon qualifications and experience. Benefits include: Contest Prize Awards, 401K Plan with Company Match, Employee Assistance Program, 30% Merchandise Discount. All Bonuses, Awards and Benefits subject to qualifications and eligibility. Brand: Spencer's ?The Sales Associate is responsible for maintaining Guest Services as per Company Standard. The Sales Associate will support the Store Management Team by generating sales, conducting hous…",30.342001,https://www.adzuna.com/land/ad/5730411720?se=0Hpj8XFQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=67C9E24D2C09B08B3011AE697BD9C6A947F13E0E,Sales Associate - Spencer's,1,,Adzuna::API::Response::Job,"Jacksonville, Duval County",Adzuna::API::Response::Location,"['US', 'Florida', 'Duval County', 'Jacksonville']",Adzuna::API::Response::Company,Spencer's,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMEhwajhYRlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDExNzE3In0.YpXPjBvF0v_8mypi6amMvHaSb8LfoUN5v5OYFptiEFE,2026-05-15T09:37:10Z,88462.43,-82.629488,88462.43,5730411717,"As a RN Registered Nurse Med Surg Cardiac Tele PRN, your voice to influence patient care is valued and empowered at every turn –whether through open, collaborative relationships with your direct manager or more formal opportunities through hospital councils and national nursing initiatives. You'll help shape decisions that elevate both patient outcomes and the future of nursing. Job Summary and Qualifications As a Registered Nurse, you will be responsible for delivering high-quality, patient-ce…",27.488679,https://www.adzuna.com/land/ad/5730411717?se=0Hpj8XFQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=454E6C21EB3C6FF5C29BD0D4086EE6E8A5D58243,RN Registered Nurse Med Surg Cardiac Tele PRN,1,,Adzuna::API::Response::Job,"West Bradenton, Manatee County",Adzuna::API::Response::Location,"['US', 'Florida', 'Manatee County', 'West Bradenton']",Adzuna::API::Response::Company,HCA Florida Blake Hospital,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQxMTcwNyIsInMiOiIwSHBqOFhGUThSRzZucGdGZHphTGh3In0.Rj3IRweHjWHFp1InI6DajzbSVuaByG6dW78EsSBQsbE,2026-05-15T09:37:08Z,38081.85,-78.892628,38081.85,5730411707,"Shift: 1st shift 6:00am-Finish Monday-Friday Compensation: $700-$1000 weekly/paid weekly HARRISONBURG VA Freight Handler $700-$1000 weekly/paid weekly People want to work at Capstone because of our high-performance culture. We build strong relationships, challenge the status quo, work hard to deliver results, and pay it forward in our communities. Through transparency and open lines of communication, we do the right thing and deliver on our promises. Think you have what it takes? The Opportunit…",38.41421,https://www.adzuna.com/land/ad/5730411707?se=0Hpj8XFQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=A1639202FCB60E7C25232A05BB9AA0FF357F31D4,Freight Handler,1,,Adzuna::API::Response::Job,"Harrisonburg, Harrisonburg City",Adzuna::API::Response::Location,"['US', 'Virginia', 'Harrisonburg City', 'Harrisonburg']",Adzuna::API::Response::Company,"Capstone Logistics, LLC",logistics-warehouse-jobs,Adzuna::API::Response::Category,Logistics & Warehouse Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMEhwajhYRlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDExNjk5In0.HmJCPLxOHtg_AAQTvdFco3kO0S5fNl6SLJC5jISi3TY,2026-05-15T09:37:06Z,70576.1,-81.673291,70576.1,5730411699,"Introduction Experience the HCA Healthcare difference where colleagues are trusted, valued members of our healthcare team. Grow your career with an organization committed to delivering respectful, compassionate care, and where the unique and intrinsic worth of each individual is recognized. Submit your application for the opportunity below: Registered Nurse RN Inpatient Rehab HCA Florida Osceola Hospital Job Summary and Qualifications - PRN AS NEEDED We are seeking a dynamic Rehab RN to join ou…",27.987038,https://www.adzuna.com/land/ad/5730411699?se=0Hpj8XFQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=83AB104824F413C2D936FC9A9D44EF78FE37443A,RN Med - Surg PRN,1,,Adzuna::API::Response::Job,"Cypress Gardens, Polk County",Adzuna::API::Response::Location,"['US', 'Florida', 'Polk County', 'Cypress Gardens']",Adzuna::API::Response::Company,HCA Florida Osceola Hospital,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMEhwajhYRlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDExNjk4In0.CosURUqvRg-NX2UbB5KAAYSmXeZyptOiBxGOSQgjMeQ,2026-05-15T09:37:06Z,97290.48,-80.701851,97290.48,5730411698,"Ready for a role that supports your unique calling in patient care and fits your life? At HCA Florida Healthcare at Home, you’ll find clear pathways to advance backed by our unmatched nationwide transfer policy that lets you grow your career when the time is right for you. With mentorship opportunities, clinical education courses, professional certification support, and educational assistance, you will have all the resources you need to build the career of a lifetime. Job Summary and Qualificat…",28.228042,https://www.adzuna.com/land/ad/5730411698?se=0Hpj8XFQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=3F2CBD8BA58B60EE9FB9484D2798C6F5219AB733,PRN Home Health Registered Nurse,1,,Adzuna::API::Response::Job,"Suntree, Brevard County",Adzuna::API::Response::Location,"['US', 'Florida', 'Brevard County', 'Suntree']",Adzuna::API::Response::Company,HCA Florida Healthcare at Home,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMEhwajhYRlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDExNjcxIn0.mWHIYrCNNKcFWI7OXhEBpn8NHqJ6mh8Kg0NoLD0BtPw,2026-05-15T09:37:01Z,192510.83,-82.478957,192510.83,5730411671,"As a Adult Med Surg Registered Nurse, your voice to influence patient care is valued and empowered at every turn –whether through open, collaborative relationships with your direct manager or more formal opportunities through hospital councils and national nursing initiatives. You'll help shape decisions that elevate both patient outcomes and the future of nursing. Job Summary and Qualifications As a Registered Nurse, you will be responsible for delivering high-quality, patient-centered care in…",35.326974,https://www.adzuna.com/land/ad/5730411671?se=0Hpj8XFQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=92E09794DCD8FE50F82B108A9071988B8DAFFF19,Adult Med Surg Registered Nurse,1,,Adzuna::API::Response::Job,"Laurel Park, Henderson County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Henderson County', 'Laurel Park']",Adzuna::API::Response::Company,Mission Hospital,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQxMTY2MCIsInMiOiIwSHBqOFhGUThSRzZucGdGZHphTGh3In0._tU_fzseOlBOjcJ0DvoKMuTCtUOzz4gifbtGl8ShXAs,2026-05-15T09:37:01Z,121844.24,-82.987859,121844.24,5730411660,"As a Adult Med Surg Registered Nurse, your voice to influence patient care is valued and empowered at every turn –whether through open, collaborative relationships with your direct manager or more formal opportunities through hospital councils and national nursing initiatives. You'll help shape decisions that elevate both patient outcomes and the future of nursing. Job Summary and Qualifications As a Registered Nurse, you will be responsible for delivering high-quality, patient-centered care in…",35.481005,https://www.adzuna.com/land/ad/5730411660?se=0Hpj8XFQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=10CC5484C725562F7DF123629477DC5D9721CCF5,Adult Med Surg Registered Nurse,1,,Adzuna::API::Response::Job,"Assembly, Haywood County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Haywood County', 'Assembly']",Adzuna::API::Response::Company,Mission Hospital,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQxMTU4MCIsInMiOiIwSHBqOFhGUThSRzZucGdGZHphTGh3In0.eBVwouCakELz6vkMuYl_OvMCYDOqsxwoSxzPsUnWsjQ,2026-05-15T09:37:00Z,191717.52,-81.698417,191717.52,5730411580,"As a Adult Med Surg Registered Nurse, your voice to influence patient care is valued and empowered at every turn –whether through open, collaborative relationships with your direct manager or more formal opportunities through hospital councils and national nursing initiatives. You'll help shape decisions that elevate both patient outcomes and the future of nursing. Job Summary and Qualifications As a Registered Nurse, you will be responsible for delivering high-quality, patient-centered care in…",35.741598,https://www.adzuna.com/land/ad/5730411580?se=0Hpj8XFQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=6A4B670038270645ED2B0304E8E0EB83185F6229,Adult Med Surg Registered Nurse,1,,Adzuna::API::Response::Job,"Morganton, Burke County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Burke County', 'Morganton']",Adzuna::API::Response::Company,Mission Hospital,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMEhwajhYRlE4Ukc2bnBnRmR6YUxodyIsImkiOiI1NzMwNDExNjU0In0.ROSVaBKJyc5IczIeJlFNc1oHrxkMeCq5ZNQu80dlYjU,2026-05-15T09:37:00Z,138232.56,-82.736926,138232.56,5730411654,"As a Adult Med Surg Registered Nurse, your voice to influence patient care is valued and empowered at every turn –whether through open, collaborative relationships with your direct manager or more formal opportunities through hospital councils and national nursing initiatives. You'll help shape decisions that elevate both patient outcomes and the future of nursing. Job Summary and Qualifications As a Registered Nurse, you will be responsible for delivering high-quality, patient-centered care in…",35.200393,https://www.adzuna.com/land/ad/5730411654?se=0Hpj8XFQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=CD81B2593DBEFCC1E85D8DBF9BAD76FA37444654,Adult Med Surg Registered Nurse,1,,Adzuna::API::Response::Job,"Brevard, Transylvania County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Transylvania County', 'Brevard']",Adzuna::API::Response::Company,Mission Hospital,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTczMDQxMTU2MSIsInMiOiIwSHBqOFhGUThSRzZucGdGZHphTGh3In0.uwO-nZ4P99W9n-gDf7T2-l6MojK6qQF3f75S4zZmicY,2026-05-15T09:36:59Z,185551.6,-82.555682,185551.6,5730411561,"As a Adult Med Surg Registered Nurse, your voice to influence patient care is valued and empowered at every turn –whether through open, collaborative relationships with your direct manager or more formal opportunities through hospital councils and national nursing initiatives. You'll help shape decisions that elevate both patient outcomes and the future of nursing. Job Summary and Qualifications As a Registered Nurse, you will be responsible for delivering high-quality, patient-centered care in…",35.596321,https://www.adzuna.com/land/ad/5730411561?se=0Hpj8XFQ8RG6npgFdzaLhw&utm_medium=api&utm_source=abfa41a4&v=C51528D31864D2350F948FB3428FB592AA1358EB,Adult Med Surg Registered Nurse,1,,Adzuna::API::Response::Job,"Asheville, Buncombe County",Adzuna::API::Response::Location,"['US', 'North Carolina', 'Buncombe County', 'Asheville']",Adzuna::API::Response::Company,Mission Hospital,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
