title,contract_time,adref,__CLASS__,id,salary_is_predicted,description,latitude,longitude,redirect_url,salary_min,contract_type,salary_max,created,location.__CLASS__,location.area,location.display_name,company.__CLASS__,company.display_name,category.label,category.tag,category.__CLASS__
Lead Vehicle Mechanic,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSWhHeThLOUE4Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzEwMzYzMDMzIn0.N9DOwJgl_RVjztgk0nWLbFfVRD_E68nkDIG5T63wjcU,Adzuna::API::Response::Job,5710363033,1,"Clean Harbors Clute, TX is looking for a Lead Diesel Mechanic to join their safety conscious team! The Lead Diesel Mechanics are responsible for overseeing the day-to-day operations of the shop, which include supervising all maintenance work, assuring company fleet is within DOT compliance, as well as maintaining all service and parts records. Why work for Clean Harbors? Health and Safety is our 1 priority and we live it 3-6-5! Competitive wages; Opportunity for increase after 90 days Comprehen…",29.16912,-95.43162,https://www.adzuna.com/details/5710363033?utm_medium=api&utm_source=abfa41a4,66512.2,,66512.2,2026-04-25T08:59:23Z,Adzuna::API::Response::Location,"['US', 'Texas', 'Brazoria County', 'Angleton']","Angleton, Brazoria County",Adzuna::API::Response::Company,Clean Harbors,Maintenance Jobs,maintenance-jobs,Adzuna::API::Response::Category
Senior Buyer-Commodity Professional,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSWhHeThLOUE4Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzEwMzYzMDQwIn0.eVTsEslPFXiQWyjpvWAjMjn1UNAS2kdjBQjS5ZcFQHA,Adzuna::API::Response::Job,5710363040,1,"Job Description: Saab, Inc. is hiring a Buyer-Commodity Professional as we expand our team to support multiple business areas across North America. In this role, you will contribute to defense, security, and manufacturing programs by improving operational efficiency and managing the company’s supplier base. Responsibilities include, but are not limited to: Communicate effectively both verbally and in writing with internal and/or external customers. Use appropriate tools and computer skills effe…",42.586608,-76.391511,https://www.adzuna.com/details/5710363040?utm_medium=api&utm_source=abfa41a4,95585.12,,95585.12,2026-04-25T08:59:23Z,Adzuna::API::Response::Location,"['US', 'New York', 'Tompkins County', 'Groton']","Groton, Tompkins County",Adzuna::API::Response::Company,Saab,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category
Senior Buyer-Commodity Professional,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MzA0NiIsInMiOiJJaEd5OEs5QThSRzYwcF9mVVNkWWxBIn0.BaXRv9a1G65UVkLwl1u-c9kZ4UW4CqWH57Kp9S2Vb8A,Adzuna::API::Response::Job,5710363046,1,"Job Description: Saab, Inc. is hiring a Buyer-Commodity Professional as we expand our team to support multiple business areas across North America. In this role, you will contribute to defense, security, and manufacturing programs by improving operational efficiency and managing the company’s supplier base. Responsibilities include, but are not limited to: Communicate effectively both verbally and in writing with internal and/or external customers. Use appropriate tools and computer skills effe…",43.640043,-76.032911,https://www.adzuna.com/details/5710363046?utm_medium=api&utm_source=abfa41a4,101545.3,,101545.3,2026-04-25T08:59:23Z,Adzuna::API::Response::Location,"['US', 'New York', 'Oswego County', 'Lacona']","Lacona, Oswego County",Adzuna::API::Response::Company,Saab,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category
Certified Occupational Therapy Assistant (COTA),full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSWhHeThLOUE4Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzEwMzYzMDQ5In0.H_wWhVZqjD_acB709S68xCCKSlLLvtMxdIz2ZhjDmJA,Adzuna::API::Response::Job,5710363049,1,"Occupational Therapist Assistant Career Opportunity Current state licensure or certification required Your Calling, Close to Home and Heart Are you in search of a rewarding career that extends beyond just a job, bringing fulfillment close to your heart and home? At our organization, we believe in making a positive impact right in your community through exceptional Occupational Therapy services. As an Occupational Therapist Assistant, join a team that values small victories and aims for profound…",31.653262,-100.719316,https://www.adzuna.com/details/5710363049?utm_medium=api&utm_source=abfa41a4,53357.89,,53357.89,2026-04-25T08:59:23Z,Adzuna::API::Response::Location,"['US', 'Texas', 'Tom Green County', 'Carlsbad']","Carlsbad, Tom Green County",Adzuna::API::Response::Company,"Shannon Rehabilitation Hospital, an affiliate of Encompass Health",Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Senior In-Process Quality Inspector,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSWhHeThLOUE4Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzEwMzYzMDMxIn0.gLZXGxyP3jgyAnaEMJcRKEDBW-xI-lktZZNkO9IYY0k,Adzuna::API::Response::Job,5710363031,1,"Job Description: As Saab, Inc. is growing in East Syracuse, NY, we are seeking a Senior Quality Inspector, In-Process Inspection to: Authorize assembly process completion and support the build team with in-process inspections during the build process. Validate visually and dimensionally that the product meets requirements compared to engineering drawings. Inspect for defects in surfaces, fasteners, sealant, paint, and testing. Compile technical data and reports to provide feedback on final insp…",42.56892,-75.93354,https://www.adzuna.com/details/5710363031?utm_medium=api&utm_source=abfa41a4,73653.41,,73653.41,2026-04-25T08:59:23Z,Adzuna::API::Response::Location,"['US', 'New York', 'Cortland County', 'East Freetown']","East Freetown, Cortland County",Adzuna::API::Response::Company,Saab,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category
Assistant Director of Nursing (ADON),full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSWhHeThLOUE4Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzEwMzYzMDQzIn0.h1livOAygyC_IrrbuK-raDxTj0bFXBf4E-2YqUGgoCw,Adzuna::API::Response::Job,5710363043,1,A healthcare organization in the Bronx is seeking a qualified Assistant Director of Nursing (ADON) to support nursing leadership and ensure the highest standards of resident care. Key Responsibilities: Support the Director of Nursing Services (DNS) in overseeing clinical operations and maintaining quality care standards Conduct weekly wound and skin assessments Promote compliance with regulatory standards and ensure clear communication across all nursing levels Address and manage the medical ne…,,,https://www.adzuna.com/details/5710363043?utm_medium=api&utm_source=abfa41a4,130859.99,,130859.99,2026-04-25T08:59:23Z,Adzuna::API::Response::Location,['US'],US,Adzuna::API::Response::Company,Skilled Nursing of Bronx,Healthcare & Nursing Jobs,healthcare-nursing-jobs,Adzuna::API::Response::Category
Airline Passenger Assist LIT,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MzAzNiIsInMiOiJJaEd5OEs5QThSRzYwcF9mVVNkWWxBIn0.nISXUmMcHXXZNtE_GVYRieSzDsKelDxhLVRNcV_vp6E,Adzuna::API::Response::Job,5710363036,1,"Pay: $11.00 an hour plus Tips! We are looking for a reliable and experienced Airline Passenger Assistant, also known as the Wheelchair Agent, to fulfill airline passenger service obligations for passengers who require or request wheelchair assistance. Passenger services positions are very customer service-oriented and “tipping” is allowed and customary. Wheelchair Agents who provide extraordinary customer service are known to increase their earning potential between $25–$100 per week. Benefit I…",34.782,-92.586,https://www.adzuna.com/details/5710363036?utm_medium=api&utm_source=abfa41a4,66370.33,,66370.33,2026-04-25T08:59:23Z,Adzuna::API::Response::Location,"['US', 'Arkansas', 'Pulaski County', 'Northpoint']","Northpoint, Pulaski County",Adzuna::API::Response::Company,ABM Industries,Customer Services Jobs,customer-services-jobs,Adzuna::API::Response::Category
Lead Supplier Program Manager,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSWhHeThLOUE4Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzEwMzYzMDUwIn0.Lv8NHfhDBDiz-HOYyHD62BdvwyGMp6NYMsgkcNW1whE,Adzuna::API::Response::Job,5710363050,1,"Job Description: Saab, Inc. has a career opportunity for a dynamic, results-oriented Lead Supplier Program Manager (SPM) to join the Supply Chain team. As an SPM, you will manage all aspects of a program’s relationship with its critical suppliers and their material deliveries, which are vital to the success and timely execution of Saab programs. Responsibilities include : Lead the strategic management of various suppliers and their material deliveries. Coordinate and lead weekly teleconferences…",42.96683,-75.686271,https://www.adzuna.com/details/5710363050?utm_medium=api&utm_source=abfa41a4,113435.8,,113435.8,2026-04-25T08:59:23Z,Adzuna::API::Response::Location,"['US', 'New York', 'Madison County', 'Peterboro']","Peterboro, Madison County",Adzuna::API::Response::Company,Saab,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category
Contractor Program Security Officer (CPSO),full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSWhHeThLOUE4Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzEwMzYzMDI2In0.TSXPPUZWQcv-38gGyUupFjCpiKHiLdZcz6luFifs9gA,Adzuna::API::Response::Job,5710363026,1,"Job Description: Saab, Inc. is seeking a seasoned Contractor Program Security Officer (CPSO) for a Special Access Program Facility (SAPF). This role manages, directs, and develops security programs and procedures that support contractually imposed Special Access Program (SAP) requirements in accordance with DoDM 5205.07 Vol 1–4 , ICD 705 , and 32 CFR Part 117 (NISPOM Rule) . The CPSO will collaborate closely with government security offices, internal program teams, and partner security officers…",43.174728,-76.08753,https://www.adzuna.com/details/5710363026?utm_medium=api&utm_source=abfa41a4,119549.23,,119549.23,2026-04-25T08:59:22Z,Adzuna::API::Response::Location,"['US', 'New York', 'Onondaga County', 'Clay']","Clay, Onondaga County",Adzuna::API::Response::Company,Saab,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category
"Local CDL A Drivers: $1,000 Annual Longevity Bonus",full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSWhHeThLOUE4Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzEwMzYzMDIyIn0.BOJ63u-dhroJpdSwYyskVGz0oM0wren70orv-oqpE0k,Adzuna::API::Response::Job,5710363022,1,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",41.808431,-72.249523,https://www.adzuna.com/details/5710363022?utm_medium=api&utm_source=abfa41a4,64117.45,,64117.45,2026-04-25T08:59:22Z,Adzuna::API::Response::Location,"['US', 'Connecticut', 'Tolland County', 'Storrs']","Storrs, Tolland County",Adzuna::API::Response::Company,Premier Transportation,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
Senior Quality Engineer,full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2MzAyOSIsInMiOiJJaEd5OEs5QThSRzYwcF9mVVNkWWxBIn0.6cAzIu2WOFeN12kKy9Q3Ib2y8CI8LwgWVhwYBPC_VNM,Adzuna::API::Response::Job,5710363029,1,"Job Description: Saab, Inc. in East Syracuse is seeking a Quality Engineer to join a dynamic Quality Assurance team supporting the development of complex marine and ground-based radar systems. The ideal candidate is seeking an opportunity to grow their Quality Engineering expertise and expand their skills in a collaborative and fast paced environment. Saab provides an excellent working environment, offering advancement and professional growth opportunities, a competitive salary, and a comprehen…",42.657642,-75.778569,https://www.adzuna.com/details/5710363029?utm_medium=api&utm_source=abfa41a4,119702.44,,119702.44,2026-04-25T08:59:22Z,Adzuna::API::Response::Location,"['US', 'New York', 'Chenango County', 'North Pharsalia']","North Pharsalia, Chenango County",Adzuna::API::Response::Company,Saab,Engineering Jobs,engineering-jobs,Adzuna::API::Response::Category
Buyer-Commodity Professional,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSWhHeThLOUE4Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzEwMzYyOTk1In0.HYAimdIE1p_4MKl1o4lbM1ryrVHl-F-NkEWe-CMgsac,Adzuna::API::Response::Job,5710362995,1,"Job Description: Saab, Inc. is hiring a Buyer-Commodity Professional to support the expansion and management of internal Supply Chain processes. This role will serve as a key contributor to improving operational efficiencies and supporting the ongoing management of Saab, Inc.’s supplier base. Responsibilities include, but are not limited to: Communicate effectively with internal and external customers. Utilize appropriate tools and computer systems effectively. Apply strong problem-solving skil…",43.035554,-76.126706,https://www.adzuna.com/details/5710362995?utm_medium=api&utm_source=abfa41a4,113871.3,,113871.3,2026-04-25T08:59:21Z,Adzuna::API::Response::Location,"['US', 'New York', 'Onondaga County', 'Colvin']","Colvin, Onondaga County",Adzuna::API::Response::Company,Saab,"Energy, Oil & Gas Jobs",energy-oil-gas-jobs,Adzuna::API::Response::Category
Area Operations Coordinator,full_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSWhHeThLOUE4Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzEwMzYzMDAxIn0.w4xZhfcenVDZB1lgmELSE7H2Nc0rnOnP-zi0dJtZmGU,Adzuna::API::Response::Job,5710363001,1,"Area Operations Coordinator Salary: $65,000/year Location: St. Louis, MO (In Office) We are looking for outstanding employee who is looking to grow their career with Securitas. As an Area Operations Coordinator , you will perform a high level of administrative duties and implement organizational policies/practices on behalf of the Area. This position requires a high level of P&L understanding for financial reviews, budgeting, trending, data collection, and report analyzation. Looking for an emp…",38.76078,-90.41286,https://www.adzuna.com/details/5710363001?utm_medium=api&utm_source=abfa41a4,45178.09,,45178.09,2026-04-25T08:59:21Z,Adzuna::API::Response::Location,"['US', 'Missouri', 'Saint Louis County', 'Bridgeton']","Bridgeton, Saint Louis County",Adzuna::API::Response::Company,Securitas,Admin Jobs,admin-jobs,Adzuna::API::Response::Category
Cook Supervisor - Competitive Benefits,part_time,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiSWhHeThLOUE4Ukc2MHBfZlVTZFlsQSIsImkiOiI1NzEwMzYyOTk4In0.Akr8iOVOp_Il0PRcc1BZ26bhd4Wpk42NcGnCFYa6SZM,Adzuna::API::Response::Job,5710362998,1,"Cook Job Reference Number: 38604 Employment Type: Part-Time , Onsite Segment: Corrections Brand: Summit Location: Wadena , Minnesota (US-MN) The Role at a glance: We are looking to add an experienced cook to work with a highly motivated and energetic kitchen staff in our correctional facility kitchen location for our Wadena, MN division. As a cook for [Brand], you will have the opportunity to work in a fast-paced, efficient environment and cook delicious meals. If you are driven, passionate abo…",46.373751,-94.797771,https://www.adzuna.com/details/5710362998?utm_medium=api&utm_source=abfa41a4,40427.88,,40427.88,2026-04-25T08:59:21Z,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Wadena County', 'Staples']","Staples, Wadena County",Adzuna::API::Response::Company,Summit,Hospitality & Catering Jobs,hospitality-catering-jobs,Adzuna::API::Response::Category
"Local CDL A Drivers: $500 - $2,500 Driver Referral Bonus (Unlimited)",full_time,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTcxMDM2Mjk5NyIsInMiOiJJaEd5OEs5QThSRzYwcF9mVVNkWWxBIn0.MU7hujaKN9qpUIPoa6TQsTHzaVQuengg0prIePgDOZE,Adzuna::API::Response::Job,5710362997,1,"Local Class A CDL Drivers - $1,600 - $1,800 weekly pay Dive into a career that offers a job and a lifestyle where your efforts are recognized, and your success is celebrated. At Premier, we’ve built a culture that supports our team on and off the road. If you're 22 or older, have a Class A CDL, and have at least one year of tractor-trailer experience, we want to hear from you! Apply today and see why many drivers have found their home at Premier Transportation. Let’s drive towards success toget…",42.598111,-72.556823,https://www.adzuna.com/details/5710362997?utm_medium=api&utm_source=abfa41a4,75626.68,,75626.68,2026-04-25T08:59:21Z,Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Franklin County', 'Turners Falls']","Turners Falls, Franklin County",Adzuna::API::Response::Company,Premier Transportation,Logistics & Warehouse Jobs,logistics-warehouse-jobs,Adzuna::API::Response::Category
