title,salary_min,description,salary_is_predicted,salary_max,adref,latitude,redirect_url,created,__CLASS__,longitude,id,company.display_name,company.__CLASS__,location.area,location.__CLASS__,location.display_name,category.tag,category.label,category.__CLASS__,contract_time,contract_type
Special Needs Caregiver,56099.29,"Pay rate of $20.75 per hour. Currently looking to hire aides for all shifts; daytime, evening, and overnights. Also hiring weekend aides. Addus HomeCare is hiring immediately for Special Needs Caregivers to work with adults and children. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Addus HomeCare is part of the Addus HomeCare family of co…",1,56099.29,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODc2MiIsInMiOiJHT2hjcUxaYThSRzdmcFJ5LXNveV93In0.35HNK_AXSfCNgA4Y2lzGtzTlzxlB2_SiqRq-WWC4KlI,37.90212,https://www.adzuna.com/land/ad/5743628762?se=GOhcqLZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=03CA95468AFB7F103E40D3B518493A59F633821D,2026-05-28T12:52:16Z,Adzuna::API::Response::Job,-122.05572,5743628762,Addus Homecare,Adzuna::API::Response::Company,"['US', 'California', 'Contra Costa County', 'Waldon']",Adzuna::API::Response::Location,"Waldon, Contra Costa County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Personal Care Aide,45056.19,"Addus HomeCare is hiring immediately for Personal Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. If you have a drive to help others, and you are looking for a meaningful, fulfilling, independent career with an organization that encourages and supports your contribution, we invite you to join our team. Personal Care Aides Perks: …",1,45056.19,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR09oY3FMWmE4Ukc3ZnBSeS1zb3lfdyIsImkiOiI1NzQzNjI4NzUzIn0.2o7lrfqdW165qsJRTlbGmvQIgvyY6OeUAdO6cjwwkIQ,36.059242,https://www.adzuna.com/land/ad/5743628753?se=GOhcqLZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=2B5135A222C88FB7DF746595577AC3DA2F504131,2026-05-28T12:52:16Z,Adzuna::API::Response::Job,-90.522005,5743628753,Addus Homecare,Adzuna::API::Response::Company,"['US', 'Arkansas', 'Greene County', 'Paragould']",Adzuna::API::Response::Location,"Paragould, Greene County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Personal Care Aide,45871.73,"Pay rates range from $19 - $20/hr Currently looking to hire aides for all shifts. Also hiring weekend aides. Arcadia Home Care & Staffing is hiring immediately for Personal Care Aides. This rewarding, position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Arcadia Home Care & Staffing is part of the Addus HomeCare family of companies. If you have a drive to help others, and yo…",1,45871.73,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR09oY3FMWmE4Ukc3ZnBSeS1zb3lfdyIsImkiOiI1NzQzNjI4NzU0In0.Nc8v3-WVLuKD1QSBINeAcEsV17tMe6ytXGqRNflHofk,38.495676,https://www.adzuna.com/land/ad/5743628754?se=GOhcqLZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=C3364804733CB82239EB148C0503232C34F0AC89,2026-05-28T12:52:16Z,Adzuna::API::Response::Job,-121.531336,5743628754,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,"['US', 'California', 'Yolo County', 'Clarksburg']",Adzuna::API::Response::Location,"Clarksburg, Yolo County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Special Needs Caregiver,48227.18,"Addus HomeCare is now offering $19.50/hr. Currently looking to hire aides for all shifts; daytime, evening, and overnights. Also hiring weekend aides. Addus HomeCare is hiring immediately for Special Needs Caregivers to work with adults and children. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Addus HomeCare is part of the Addus HomeCare…",1,48227.18,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR09oY3FMWmE4Ukc3ZnBSeS1zb3lfdyIsImkiOiI1NzQzNjI4NzU4In0.aTh-GQzzN01-YGUGtvW-6cODicLZ4lMEHmLEDNeyW84,37.665733,https://www.adzuna.com/land/ad/5743628758?se=GOhcqLZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=E46FCD922F75BE74ACFB1765DDE7A4C2E5A5F7C1,2026-05-28T12:52:16Z,Adzuna::API::Response::Job,-120.994244,5743628758,Addus Homecare,Adzuna::API::Response::Company,"['US', 'California', 'Stanislaus County', 'Modesto']",Adzuna::API::Response::Location,"Modesto, Stanislaus County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Special Needs Caregiver,62255.93,"Pay rates range from $20 - $25/hr Currently looking to hire aides for all shifts; daytime, evening, and overnights. Also hiring weekend aides. Arcadia Home Care & Staffing is hiring immediately for Personal Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Arcadia Home Care & Staffing is part of the Addus HomeCare family of compani…",1,62255.93,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR09oY3FMWmE4Ukc3ZnBSeS1zb3lfdyIsImkiOiI1NzQzNjI4NzQ2In0.E5s7QqGmJ6XMy6u-Bye0HSSt2zfG6A70fSxTb6tkrYU,37.386721,https://www.adzuna.com/land/ad/5743628746?se=GOhcqLZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=7C3F7E8505E1E28E27D95D0B21D037C00CB40CE5,2026-05-28T12:52:15Z,Adzuna::API::Response::Job,-121.89708,5743628746,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,"['US', 'California', 'Santa Clara County', 'San Jose']",Adzuna::API::Response::Location,"San Jose, Santa Clara County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Personal Care Aide,73033.48,"Arcadia Home Care & Staffing is hiring immediately for Personal Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Arcadia Home Care & Staffing is part of the Addus HomeCare family of companies. If you have a drive to help others, and you are looking for a meaningful, fulfilling, independent career with an organization that encourag…",1,73033.48,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR09oY3FMWmE4Ukc3ZnBSeS1zb3lfdyIsImkiOiI1NzQzNjI4NzQ4In0.qQ59SKjKEQGm1_h-Tovu9DzsB6AfNPZHoytN____9kM,31.470233,https://www.adzuna.com/land/ad/5743628748?se=GOhcqLZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=F4B2E9454D72AB59FF53B84FDCA319AA8CE1B907,2026-05-28T12:52:15Z,Adzuna::API::Response::Job,-100.438376,5743628748,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,"['US', 'Texas', 'Tom Green County', 'San Angelo']",Adzuna::API::Response::Location,"San Angelo, Tom Green County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Addus Home Care Aide,53671.65,"Addus HomeCare is now offering $19.50/hr. Offering Daily Pay! We offer a referral bonus incentive. Addus HomeCare is hiring immediately for Home Care Aides. This position provides consistent, flexible part-time hours to accommodate your personal needs while providing a great career with a growing, innovative industry leader. If you have the drive to help others, and you are looking for a meaningful, fulfilling, independent career with an organization that encourages and supports your contributi…",1,53671.65,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR09oY3FMWmE4Ukc3ZnBSeS1zb3lfdyIsImkiOiI1NzQzNjI4NzQxIn0.uWSoYoLwTgdUZbzoYDDcjDjvZfWUQMY19F1kfv2ybqo,37.677454,https://www.adzuna.com/land/ad/5743628741?se=GOhcqLZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=2796A99097897B6F21D9AFC48EEEC83D15E65103,2026-05-28T12:52:15Z,Adzuna::API::Response::Job,-120.945644,5743628741,Addus Homecare,Adzuna::API::Response::Company,"['US', 'California', 'Stanislaus County', 'Modesto']",Adzuna::API::Response::Location,"Modesto, Stanislaus County",social-work-jobs,Social work Jobs,Adzuna::API::Response::Category,part_time,
Personal Care Aide,52901.21,"Pay rates range from $22 - $25/hr Hiring for Daytime and overnight shifts including weekends Arcadia Home Care & Staffing is hiring immediately for Personal Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Arcadia Home Care & Staffing is part of the Addus HomeCare family of companies. If you have a drive to help others, and you ar…",1,52901.21,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODc0OSIsInMiOiJHT2hjcUxaYThSRzdmcFJ5LXNveV93In0.VmI7TnWFdxaVUi-IFFpQUpEL8KTAmHhdd2E5PStFOiY,37.700917,https://www.adzuna.com/land/ad/5743628749?se=GOhcqLZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=F05EC5FFFD910B22916D779564704528560AEA71,2026-05-28T12:52:15Z,Adzuna::API::Response::Job,-121.762187,5743628749,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,"['US', 'California', 'Alameda County', 'Altamont']",Adzuna::API::Response::Location,"Altamont, Alameda County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Personal Care Aide,39784.18,"Addus HomeCare is hiring immediately for Personal Care Aides. This rewarding, entry-level position provides consistent, flexible part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. If you have a drive to help others, and you are looking for a meaningful, fulfilling, independent career with an organization that encourages and supports your contribution, we invite you to join our team. Personal Care Aides Perks: Healthcare…",1,39784.18,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR09oY3FMWmE4Ukc3ZnBSeS1zb3lfdyIsImkiOiI1NzQzNjI4NzQzIn0.LN0BIttQV0rzfc0qkbKeGiSC9i5X0Q2zZ77yhgZBWh4,37.81962,https://www.adzuna.com/land/ad/5743628743?se=GOhcqLZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=DB9426470DFA614DC2BA8C4E2616365DEF7AAE38,2026-05-28T12:52:15Z,Adzuna::API::Response::Job,-90.4035,5743628743,Addus Homecare,Adzuna::API::Response::Company,"['US', 'Missouri', 'Saint Francois County', 'Farmington']",Adzuna::API::Response::Location,"Farmington, Saint Francois County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Special Needs Caregiver,54784.54,"Pay rates range from $20 - $25/hr Currently looking to hire aides for all shifts; daytime, evening, and overnights. Also hiring weekend aides. Arcadia Home Care & Staffing is hiring immediately for Personal Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Arcadia Home Care & Staffing is part of the Addus HomeCare family of compani…",1,54784.54,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR09oY3FMWmE4Ukc3ZnBSeS1zb3lfdyIsImkiOiI1NzQzNjI4NzQyIn0.oGCVFn_dDtxSJdp8cMKCgB99739ov1Ob5u3H5Do4SbA,37.720114,https://www.adzuna.com/land/ad/5743628742?se=GOhcqLZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=E0F6A326B0F98C4CD584C050630B17A8E46AD9EE,2026-05-28T12:52:15Z,Adzuna::API::Response::Job,-122.440383,5743628742,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,"['US', 'California', 'San Francisco', 'Noe Valley']",Adzuna::API::Response::Location,"Noe Valley, San Francisco",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
AUTOMOTIVE SALES & LEASING CONSULTANT,66206.28,"Job Description Job Description Description: Sell Cars - Have Fun - Make Money We are looking to hire quality employees that can handle new and used car sales and finance. Due to the recent increase in inventory, our business has grown! This is a RARE opportunity to make a difference by joining a thriving auto dealership. We have one of the largest inventories in the area and we want you to join our team! Whether or not you have previously worked in the automobile industry we would love to meet…",1,66206.28,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR09oY3FMWmE4Ukc3ZnBSeS1zb3lfdyIsImkiOiI1NzQzNjI4NzMwIn0.6TXQKnCJrhMRr1zjdgFAIdQAgWQ33MEblcr2-1nTwiQ,27.516581,https://www.adzuna.com/land/ad/5743628730?se=GOhcqLZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=42372D1CBEF8C80054E9006BF9BB9CD10027D7BF,2026-05-28T12:52:14Z,Adzuna::API::Response::Job,-99.511733,5743628730,Sames Motor Company Inc,Adzuna::API::Response::Company,"['US', 'Texas', 'Webb County', 'Laredo']",Adzuna::API::Response::Location,"Laredo, Webb County",sales-jobs,Sales Jobs,Adzuna::API::Response::Category,full_time,permanent
Personal Care Aide,45076.61,"URGENT HIRE for the ABILENE area ALL SHIFTS also AVAILABLE Arcadia Home Care & Staffing is hiring immediately for Personal Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Arcadia Home Care & Staffing is part of the Addus HomeCare family of companies. If you have a drive to help others, and you are looking for a meaningful, fulfil…",1,45076.61,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODczNiIsInMiOiJHT2hjcUxaYThSRzdmcFJ5LXNveV93In0.XQ4xw__HeNkYsTkxg6Jsye-XvNSPtfPkeXmEf0K4K7Y,31.195987,https://www.adzuna.com/land/ad/5743628736?se=GOhcqLZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=A3DDD32FD64F7A9A798254DEEFC666C19844703B,2026-05-28T12:52:14Z,Adzuna::API::Response::Job,-98.726428,5743628736,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,"['US', 'Texas', 'San Saba County', 'San Saba']",Adzuna::API::Response::Location,"San Saba, San Saba County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Personal Care Aide,40651.27,"Pay rates range from $22 - $23/hr Hiring for Daytime and overnight shifts including weekends Arcadia Home Care & Staffing is hiring immediately for Personal Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Arcadia Home Care & Staffing is part of the Addus HomeCare family of companies. If you have a drive to help others, and you ar…",1,40651.27,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR09oY3FMWmE4Ukc3ZnBSeS1zb3lfdyIsImkiOiI1NzQzNjI4NzI0In0.7FVc6bBKNbpz4z28FaFs7oKiKiP19HepXQYlLJXQYys,37.97688,https://www.adzuna.com/land/ad/5743628724?se=GOhcqLZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=4A4DAB7B0E4C1808E309D6E59A1375A5503FF4D5,2026-05-28T12:52:14Z,Adzuna::API::Response::Job,-122.05608,5743628724,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,"['US', 'California', 'Contra Costa County', 'Pacheco']",Adzuna::API::Response::Location,"Pacheco, Contra Costa County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Personal Care Aide,39649.3,"Addus HomeCare is hiring immediately for Personal Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. If you have a drive to help others, and you are looking for a meaningful, fulfilling, independent career with an organization that encourages and supports your contribution, we invite you to join our team. Personal Care Aides Perks: …",1,39649.3,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODcyOCIsInMiOiJHT2hjcUxaYThSRzdmcFJ5LXNveV93In0.a2sXWs3Om73Alu4vxDFi9NYAbBfX9884PHCSyDUZljk,34.753925,https://www.adzuna.com/land/ad/5743628728?se=GOhcqLZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=1EEF9BD83C51631CECD4C6B1735C7401E406DB41,2026-05-28T12:52:14Z,Adzuna::API::Response::Job,-92.417707,5743628728,Addus Homecare,Adzuna::API::Response::Company,"['US', 'Arkansas', 'Pulaski County', 'Cammack Village']",Adzuna::API::Response::Location,"Cammack Village, Pulaski County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
Arcadia Home Health Aide,54033.41,"Pay rates range from $17.34 - $20/hr Offering Daily Pay! Take advantage of this unique opportunity to learn the fundamentals of quality home care and deliver life-changing service to your clients. As an Arcadia Home Health Aide, you'll play a vital role in supporting seniors and people with disabilities living independently. This rewarding position provides consistent, flexible hours to accommodate your personal needs while providing a great career with a growing, innovative industry leader. If…",1,54033.41,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTc0MzYyODcyNiIsInMiOiJHT2hjcUxaYThSRzdmcFJ5LXNveV93In0.bgGVGMBxGwYtv4dRpcgrrcscrPLsT-Z6PyaEiXA9sP8,37.81018,https://www.adzuna.com/land/ad/5743628726?se=GOhcqLZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=FEF624CF0BE25CEBFB1E6526134FD1D20F255023,2026-05-28T12:52:14Z,Adzuna::API::Response::Job,-122.269073,5743628726,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,"['US', 'California', 'Alameda County', 'Philatelic']",Adzuna::API::Response::Location,"Philatelic, Alameda County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,,
Personal Care Aide,43561.36,"URGENT HIRE for the ABILENE area ALL SHIFTS also AVAILABLE Arcadia Home Care & Staffing is hiring immediately for Personal Care Aides. This rewarding, entry-level position provides consistent, flexible full-time/part-time hours to accommodate your personal needs, while providing a great career with a growing, innovative industry leader. Arcadia Home Care & Staffing is part of the Addus HomeCare family of companies. If you have a drive to help others, and you are looking for a meaningful, fulfil…",1,43561.36,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiR09oY3FMWmE4Ukc3ZnBSeS1zb3lfdyIsImkiOiI1NzQzNjI4NzQwIn0.aUcZRhlcDZpBMJfx1JdnLop2ZQI-WQZicq9YlDqPNqA,32.107193,https://www.adzuna.com/land/ad/5743628740?se=GOhcqLZa8RG7fpRy-soy_w&utm_medium=api&utm_source=abfa41a4&v=F7FE0501DC7E26DB7CDCE17BEFD5B43C4963C3E0,2026-05-28T12:52:14Z,Adzuna::API::Response::Job,-98.980379,5743628740,Arcadia Home Care and Staffing – an Addus family company,Adzuna::API::Response::Company,"['US', 'Texas', 'Eastland County', 'Rising Star']",Adzuna::API::Response::Location,"Rising Star, Eastland County",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,part_time,
