title,adref,salary_min,latitude,id,contract_time,description,__CLASS__,redirect_url,longitude,created,salary_is_predicted,salary_max,company.display_name,company.__CLASS__,location.__CLASS__,location.display_name,location.area,category.tag,category.label,category.__CLASS__,contract_type
CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMWtscmQwYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzkxMTM0In0.BJLvYH6EyQP6Hfj8WctM6g25sUYDpLMCB9brvPZkDtQ,67600.0,31.2855,5890791134,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890791134?se=1klrd0a08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=B5C513EF27BD67FE38FD911C3013272F4A12F220,-86.26476,2026-09-19T12:09:43Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Opp, Covington County","['US', 'Alabama', 'Covington County', 'Opp']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMWtscmQwYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzkxMTQzIn0.K7SyhbBSFToYRI4roM7O5eTLX668oIaQzvbxLhcmLYw,0.0,30.800347,5890791143,full_time,"CDL-A Dedicated Truck Driver: Avg $1,600/wk  $2,500 BONUS - Home Weekly. Pay: $2,500 Sign On Bonus $0.60 - $0.63 per mile All in Pay: $1.05 (CPM  accessorial pay) Average $1,600 per week Top earners average $1,800 per week Unload & Backhaul Pay What We Offer: Consistent Miles Home Weekly 100% Touch Freight 24/7 Driver Support Paid Vacation Route: FL, GA, AL, MS, and LA Equipment: Newer Equipment Averaging 36 Months Benefits: Health, Dental & Vision Insurance with prescription benefits for emplo…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890791143?se=1klrd0a08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=0D8BE1F8E7E6B83F2C4D1E9987BFE8E2F99D1C7F,-85.201287,2026-09-19T12:09:43Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Marianna, Jackson County","['US', 'Florida', 'Jackson County', 'Marianna']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MTE2MyIsInMiOiIxa2xyZDBhMDhSR01XX19nbzV6UWpBIn0.v7uvaO-HyfyDn3iRe7Ty-YUOW7GCrKNL9z859uJz3zc,67600.0,31.325589,5890791163,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890791163?se=1klrd0a08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=029476B2619EFEEE01C2428C3175BE3BBA984044,-85.844583,2026-09-19T12:09:43Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Enterprise, Coffee County","['US', 'Alabama', 'Coffee County', 'Enterprise']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MTE2OCIsInMiOiIxa2xyZDBhMDhSR01XX19nbzV6UWpBIn0.3VEXCDOg0qKw2PdDjrKgn3BwRfJFB702MNsR8bfjEY0,0.0,37.973561,5890791168,full_time,"CDL-A Dedicated Truck Driver: Walmart Route - Home Weekly $2,500 Sign On Bonus!. Walmart Dedicated account averages $1,400/ week Top earners average $1,800 per week $2,500 Sign On Bonus Home Weekly 100% No Touch Freight Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability In…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890791168?se=1klrd0a08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=934B6CBAA543EF482AA7903DA21F6ED2105865A9,-78.273914,2026-09-19T12:09:43Z,0,67600.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Troy, Fluvanna County","['US', 'Virginia', 'Fluvanna County', 'Troy']",healthcare-nursing-jobs,Healthcare & Nursing Jobs,Adzuna::API::Response::Category,
Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MTE0NSIsInMiOiIxa2xyZDBhMDhSR01XX19nbzV6UWpBIn0.uknuQukyAUs67sXq-TqUP78qFEC8p8ayo6sRmeWoPDc,67600.0,30.431019,5890791145,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890791145?se=1klrd0a08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=95019C3416474F8D28AEA3199EECD7E815004668,-85.063637,2026-09-19T12:09:43Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Blountstown, Calhoun County","['US', 'Florida', 'Calhoun County', 'Blountstown']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MTE1MSIsInMiOiIxa2xyZDBhMDhSR01XX19nbzV6UWpBIn0.Bu9ld5Y2qsgeMJCWdKJ1y92DAuWEDEq7WHfBRaQeYyQ,67600.0,30.800347,5890791151,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890791151?se=1klrd0a08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=04F85EE4E6F6999F21B162B13FDEE286ACDA13E8,-85.201287,2026-09-19T12:09:43Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Marianna, Jackson County","['US', 'Florida', 'Jackson County', 'Marianna']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MTA5NyIsInMiOiIxa2xyZDBhMDhSR01XX19nbzV6UWpBIn0.ZsEEGdNe8eh0yiBPBRYs69l5QFB1gpAYnHOqr4AFI4Q,67600.0,30.444654,5890791097,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890791097?se=1klrd0a08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=FA17DE2B0642544E5663A2D87DD28B9E86703B63,-86.571579,2026-09-19T12:09:42Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Shalimar, Okaloosa County","['US', 'Florida', 'Okaloosa County', 'Shalimar']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MTExMSIsInMiOiIxa2xyZDBhMDhSR01XX19nbzV6UWpBIn0.htJnykJeXyqjKVmrgzOQ05x3A7-HgEt-N8LtEcmUWhU,0.0,30.412305,5890791111,full_time,"CDL-A Dedicated Truck Driver: Avg $1,600/wk  $2,500 BONUS - Home Weekly. Pay: $2,500 Sign On Bonus $0.60 - $0.63 per mile All in Pay: $1.05 (CPM  accessorial pay) Average $1,600 per week Top earners average $1,800 per week Unload & Backhaul Pay What We Offer: Consistent Miles Home Weekly 100% Touch Freight 24/7 Driver Support Paid Vacation Route: FL, GA, AL, MS, and LA Equipment: Newer Equipment Averaging 36 Months Benefits: Health, Dental & Vision Insurance with prescription benefits for emplo…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890791111?se=1klrd0a08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=93DCCA43064489C259AC76F6ADD8E0B3A0506F9E,-86.716798,2026-09-19T12:09:42Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Hurlburt Field, Okaloosa County","['US', 'Florida', 'Okaloosa County', 'Hurlburt Field']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMWtscmQwYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzkxMTIwIn0.VeFznak9UQXgSNLG5pfK2ZKfOyJDoEmuPy1j1Wp1PY0,0.0,30.654841,5890791120,full_time,"CDL-A Dedicated Truck Driver: Avg $1,600/wk  $2,500 BONUS - Home Weekly. Pay: $2,500 Sign On Bonus $0.60 - $0.63 per mile All in Pay: $1.05 (CPM  accessorial pay) Average $1,600 per week Top earners average $1,800 per week Unload & Backhaul Pay What We Offer: Consistent Miles Home Weekly 100% Touch Freight 24/7 Driver Support Paid Vacation Route: FL, GA, AL, MS, and LA Equipment: Newer Equipment Averaging 36 Months Benefits: Health, Dental & Vision Insurance with prescription benefits for emplo…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890791120?se=1klrd0a08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=88B75DD6187AABA9617F170E484A725A67DD366C,-85.581559,2026-09-19T12:09:42Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Wausau, Washington County","['US', 'Florida', 'Washington County', 'Wausau']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MTEwMSIsInMiOiIxa2xyZDBhMDhSR01XX19nbzV6UWpBIn0.xoOzEPY6sUJMLXSvXSINVDVArkz3t0Is86mDRJHOqV8,0.0,31.325589,5890791101,full_time,"CDL-A Dedicated Truck Driver: Avg $1,600/wk  $2,500 BONUS - Home Weekly. Pay: $2,500 Sign On Bonus $0.60 - $0.63 per mile All in Pay: $1.05 (CPM  accessorial pay) Average $1,600 per week Top earners average $1,800 per week Unload & Backhaul Pay What We Offer: Consistent Miles Home Weekly 100% Touch Freight 24/7 Driver Support Paid Vacation Route: FL, GA, AL, MS, and LA Equipment: Newer Equipment Averaging 36 Months Benefits: Health, Dental & Vision Insurance with prescription benefits for emplo…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890791101?se=1klrd0a08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=4FCFBBF9BDD708B2DCAEBE02C953B693827DC05C,-85.844583,2026-09-19T12:09:42Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Enterprise, Coffee County","['US', 'Alabama', 'Coffee County', 'Enterprise']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMWtscmQwYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzkxMDc3In0.60vox7WLDRtDKQgU-wDSUJ0J9E0LLTm5714nrRzCSC4,67600.0,30.50088,5890791077,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890791077?se=1klrd0a08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=6D0BECFF3C64A4025C7BAAA5B5BB32D336080C47,-86.89662,2026-09-19T12:09:42Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Navarre, Santa Rosa County","['US', 'Florida', 'Santa Rosa County', 'Navarre']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Class A CDL Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMWtscmQwYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzkxMDg1In0.MpiOZxxzU1myAVg8B-HFlmVVUvNJ5BZKiDAiSmUe1mk,67600.0,31.277051,5890791085,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890791085?se=1klrd0a08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=2B023AE39DE31941B5ED58BBB6340B44C85AECA8,-86.48672,2026-09-19T12:09:42Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Pleasant Home, Covington County","['US', 'Alabama', 'Covington County', 'Pleasant Home']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MTExNyIsInMiOiIxa2xyZDBhMDhSR01XX19nbzV6UWpBIn0.rlL0iwAUS99XSRoYxpg0LUebn4I5qOGFmwntAlG-4JQ,67600.0,30.444654,5890791117,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890791117?se=1klrd0a08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=5162DFC4BB3A8618840AAFC9024744ABD4AA42D0,-86.571579,2026-09-19T12:09:42Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Shalimar, Okaloosa County","['US', 'Florida', 'Okaloosa County', 'Shalimar']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMWtscmQwYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzkxMDg0In0.Ah6eDrkKGi7TdwF6kK1yixBYfjIF5HcKVZ_n_4C6BbE,0.0,31.277051,5890791084,full_time,"CDL-A Dedicated Truck Driver: Avg $1,600/wk  $2,500 BONUS - Home Weekly. Pay: $2,500 Sign On Bonus $0.60 - $0.63 per mile All in Pay: $1.05 (CPM  accessorial pay) Average $1,600 per week Top earners average $1,800 per week Unload & Backhaul Pay What We Offer: Consistent Miles Home Weekly 100% Touch Freight 24/7 Driver Support Paid Vacation Route: FL, GA, AL, MS, and LA Equipment: Newer Equipment Averaging 36 Months Benefits: Health, Dental & Vision Insurance with prescription benefits for emplo…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890791084?se=1klrd0a08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=24C83B7614BD287C77DE44B282F14BB2D84D3D4D,-86.48672,2026-09-19T12:09:42Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Pleasant Home, Covington County","['US', 'Alabama', 'Covington County', 'Pleasant Home']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMWtscmQwYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzkxMDg5In0.biP7A7JiAAeFvUvVAsbaAtB6VbEG86YILJ0cmSRHrnw,67600.0,31.277051,5890791089,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890791089?se=1klrd0a08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=6FA685C3D42AD3C46D6BF36B919A322D4294D3BF,-86.48672,2026-09-19T12:09:42Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Pleasant Home, Covington County","['US', 'Alabama', 'Covington County', 'Pleasant Home']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
CDL-A Company Driver - 1-5mo EXP Required - Dedicated - Dry Van - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMWtscmQwYTA4UkdNV19fZ281elFqQSIsImkiOiI1ODkwNzkxMTIyIn0.i7MFzuloocNm1426fDr300oRIzxG0fxY-f69fp9noGw,0.0,30.654841,5890791122,full_time,"CDL-A Dedicated Truck Driver: Avg $1,600/wk  $2,500 BONUS - Home Weekly. Pay: $2,500 Sign On Bonus $0.60 - $0.63 per mile All in Pay: $1.05 (CPM  accessorial pay) Average $1,600 per week Top earners average $1,800 per week Unload & Backhaul Pay What We Offer: Consistent Miles Home Weekly 100% Touch Freight 24/7 Driver Support Paid Vacation Route: FL, GA, AL, MS, and LA Equipment: Newer Equipment Averaging 36 Months Benefits: Health, Dental & Vision Insurance with prescription benefits for emplo…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890791122?se=1klrd0a08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=1785CB80D064012EA9C3779C09464F994D0FD8F2,-85.581559,2026-09-19T12:09:42Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Wausau, Washington County","['US', 'Florida', 'Washington County', 'Wausau']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Truck Driver Company - 1-5mo EXP Required - Dedicated - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MTA5MCIsInMiOiIxa2xyZDBhMDhSR01XX19nbzV6UWpBIn0.43KzoD0kzWn28YdPC3wt4KmEEv2PyRxedmBg0E-kxh8,67600.0,30.373202,5890791090,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890791090?se=1klrd0a08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=5E02F8EECD5712CBD6D030EDE9B6F610CE82C364,-86.226578,2026-09-19T12:09:42Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Santa Rosa Beach, Walton County","['US', 'Florida', 'Walton County', 'Santa Rosa Beach']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
Dedicated CDL-A Company Driver - 1-5mo EXP Required - Dry Van - $1.3k - $1.6k per week - U.S. Xpress - Dedicated,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg5MDc5MTA5OSIsInMiOiIxa2xyZDBhMDhSR01XX19nbzV6UWpBIn0.GezLZfxakOHmG-2uCLGiageVO8_w_yZXTnoJTKnRHE8,67600.0,30.754266,5890791099,full_time,"CDL-A Dedicated Truck Driver: Avg $1,300 - $1,600/wk & $2,000 Bonus. Average $1,300 - $1,600 per week $2,000 Sign On Bonus Home Weekly 100% Touch Freight Offers Unload, Stop & Backhaul Pay Paid Vacation Benefits: Health, Dental & Vision Insurance with prescription benefits for employees and dependents Paid vacation after 1 year 401(k) Match Basic and Supplemental Life Insurance and Accidental Death and Dismemberment Insurance Short-Term and Long-Term Disability Insurance Accident Insurance Hosp…",Adzuna::API::Response::Job,https://www.adzuna.com/land/ad/5890791099?se=1klrd0a08RGMW__go5zQjA&utm_medium=api&utm_source=abfa41a4&v=3080CC68C0D9FED7C59C95D64FA82D2045C22233,-86.585847,2026-09-19T12:09:42Z,0,83200.0,U.S. Xpress - Dedicated,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"Crestview, Okaloosa County","['US', 'Florida', 'Okaloosa County', 'Crestview']",logistics-warehouse-jobs,Logistics & Warehouse Jobs,Adzuna::API::Response::Category,
