title,description,salary_is_predicted,redirect_url,created,id,longitude,salary_max,latitude,salary_min,adref,__CLASS__,company.display_name,company.__CLASS__,location.__CLASS__,location.area,location.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
Sales Manager - Ready Mix Concrete - Central FL,"Are you a proven leader with a passion for developing talent and driving business growth? SRM Concrete, a national leader in ready mix concrete, is seeking a dynamic Sales Manager to oversee our team of Sales Representatives within [Region/City/State]. This is your opportunity to shape the future of our sales organization, inspire a culture of service, and make a lasting impact on our customers and communities. As a Sales Manager, you’ll lead by example—coaching, mentoring, and empowering your …",1,https://www.adzuna.com/details/5819835611?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:27:57Z,5819835611,-81.362631,89938.41,28.376765,89938.41,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNTYxMSIsInMiOiJCUGRYd1dLTDhSR1cxSmkxNkFnQXJ3In0.lZtx3KQlalHvCJD53oHR-GtcaLVkRiUvGsNze5DX-5E,Adzuna::API::Response::Job,"Smyrna Ready Mix, LLC",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Florida', 'Orange County', 'Meadow Woods']","Meadow Woods, Orange County",Adzuna::API::Response::Category,Sales Jobs,sales-jobs,full_time,
Distribution Dispatcher,"We have a multiple career opportunities for a Distribution Dispatcher to join our team! You will play an important part in the process of serving and helping customers, because without you, materials and personnel rarely get to where they need to be. Dispatching requires good communication skills, organization and a friendly personality. As a valued member of our team, your input is imperative to the success of any job at the worksite. If you enjoy working with people, pay close attention to de…",1,https://www.adzuna.com/details/5819835619?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:27:57Z,5819835619,-86.1587,54144.84,39.7878,54144.84,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNTYxOSIsInMiOiJCUGRYd1dLTDhSR1cxSmkxNkFnQXJ3In0.GqMMCxM2Dht_dm9BGFFewAdaJjv01GjI3HcsHpuYEwY,Adzuna::API::Response::Job,Citizens Energy Group,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Indiana', 'Marion County', 'Uptown']","Uptown, Marion County",Adzuna::API::Response::Category,Customer Services Jobs,customer-services-jobs,full_time,
Quarry Experienced Excavator Operator,"We are seeking an Experienced Excavator Operator to join our quarry operations team. The ideal candidate will have proven experience operating heavy equipment in fast-paced, high-volume environments, with a strong commitment to maintaining safety and quality standards. This role is critical in supporting our operational goals by ensuring efficient excavation processes while upholding our core values of safety, productivity, and excellence. Experience operating an excavators, and other quarry ma…",1,https://www.adzuna.com/details/5819835617?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:27:57Z,5819835617,-86.514712,55480.78,35.96507,55480.78,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNTYxNyIsInMiOiJCUGRYd1dLTDhSR1cxSmkxNkFnQXJ3In0.M3rnZpypbNG3aNJhYG7WA-gX5avQiyGXTo5MTutRWAU,Adzuna::API::Response::Job,"Smyrna Ready Mix, LLC",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Tennessee', 'Rutherford County', 'Smyrna']","Smyrna, Rutherford County",Adzuna::API::Response::Category,Trade & Construction Jobs,trade-construction-jobs,full_time,
"Sales Representative - Ready Mix Concrete - Orlando, FL","Are you ready to be a catalyst for growth and a builder of lasting relationships? At SRM Concrete, we believe that every handshake, every conversation, and every promise kept helps build the foundation of America’s future. We’re searching for a passionate, driven Sales Representative—someone who sees every challenge as an opportunity and every customer as a partner on the journey to excellence. Whether you’re a seasoned sales professional with deep industry connections or a service-minded indiv…",1,https://www.adzuna.com/details/5819835612?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:27:57Z,5819835612,-81.362631,77891.57,28.376765,77891.57,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNTYxMiIsInMiOiJCUGRYd1dLTDhSR1cxSmkxNkFnQXJ3In0.JExbxNW9el--708myJXEtC9ESwfa6DIMc2yzkGVBktg,Adzuna::API::Response::Job,"Smyrna Ready Mix, LLC",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Florida', 'Orange County', 'Meadow Woods']","Meadow Woods, Orange County",Adzuna::API::Response::Category,Sales Jobs,sales-jobs,full_time,
Plant Maintenance Technician,"Are you the kind of person who can fix just about anything and loves a challenge? At SRM Concrete, we’re looking for a Plant Maintenance Technician who thrives on variety and takes pride in keeping things running—no matter what the day brings. If you enjoy working with your hands, solving problems on the fly, and making a real impact every shift, this could be the perfect fit for you. Keep our plant running strong by handling a wide range of maintenance tasks—no two days are ever the same. Insp…",1,https://www.adzuna.com/details/5819835616?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:27:57Z,5819835616,-80.00562,62024.69,32.9913,62024.69,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNTYxNiIsInMiOiJCUGRYd1dLTDhSR1cxSmkxNkFnQXJ3In0.NkCt2NovYn_5QxVOplV0CUtFlqcB9pYSiSWrD-BUIMw,Adzuna::API::Response::Job,"Smyrna Ready Mix, LLC",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'South Carolina', 'Berkeley County', 'Goose Creek']","Goose Creek, Berkeley County",Adzuna::API::Response::Category,Trade & Construction Jobs,trade-construction-jobs,full_time,
Loader Operator - TN Knoxville,"Do you love running big machines and being part of a team that gets the job done? At SRM Concrete, we’re looking for hands-on, hard-working people to join us as Loader Operators. If you take pride in a good day’s work, enjoy driving heavy equipment, and want to help build the future of your community, this is the job for you. Take the wheel of powerful front-end loaders and other heavy equipment to move sand, gravel, and cement around the plant—keeping our concrete flowing and our operations mo…",1,https://www.adzuna.com/details/5819835613?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:27:57Z,5819835613,-83.84136,37561.8,35.90466,37561.8,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQlBkWHdXS0w4UkdXMUppMTZBZ0FydyIsImkiOiI1ODE5ODM1NjEzIn0.W1YeysOd5gGIKpemWAH7xEsNM5S87c_qxjE3TLhtWTM,Adzuna::API::Response::Job,"Smyrna Ready Mix, LLC",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Tennessee', 'Sevier County', 'Seymour']","Seymour, Sevier County",Adzuna::API::Response::Category,Manufacturing Jobs,manufacturing-jobs,full_time,
"Fleet Mechanic - Mixer Trucks & Heavy Equipment Jacksonville, Florida","Are you a hands-on problem solver who enjoys working on diesel engines and heavy equipment? SRM Concrete, a national leader in ready mix concrete, is hiring Fleet Mechanics to keep our fleet of mixer trucks, loaders, dump trucks, tankers, and other essential vehicles running safely and efficiently. Whether you’re an experienced diesel mechanic or looking to start your career in fleet maintenance, we provide the training and support you need to succeed. As a Fleet Mechanic, you’ll play a vital r…",1,https://www.adzuna.com/details/5819835609?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:27:54Z,5819835609,-81.661532,59981.82,30.453041,59981.82,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQlBkWHdXS0w4UkdXMUppMTZBZ0FydyIsImkiOiI1ODE5ODM1NjA5In0.1faAgKv7Y6fmkdm9LMjx-GW3LkWYUJxy2oZ0TlkV5BA,Adzuna::API::Response::Job,"Smyrna Ready Mix, LLC",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Florida', 'Duval County', 'Dinsmore']","Dinsmore, Duval County",Adzuna::API::Response::Category,Trade & Construction Jobs,trade-construction-jobs,full_time,
"Mixer Operator (CDL Mixer Driver) – Ready Mix Concrete - Tifton, GA","Are you a skilled CDL driver who takes pride in delivering outstanding customer service? SRM Concrete, a national leader in ready mix concrete, is hiring Mixer Operators (also known as Ready Mix Truck Drivers, CDL Mixer Drivers, and Concrete Mixer Operators) to join our growing team. Whether you have a Class A or Class B CDL, if you’re safety-focused, service-oriented, and ready to work hard, this is your chance to deliver quality concrete to construction sites and be home daily. At SRM Concret…",0,https://www.adzuna.com/details/5819835608?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:27:51Z,5819835608,-83.487615,52000.0,31.453784,48880.0,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNTYwOCIsInMiOiJCUGRYd1dLTDhSR1cxSmkxNkFnQXJ3In0.8OjuqEbh4mONMZc87Tqo7l7v8Pa1Xb6ID_7vHS6PDz0,Adzuna::API::Response::Job,"Smyrna Ready Mix, LLC",Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Georgia', 'Cook County', 'El Dorado']","El Dorado, Cook County",Adzuna::API::Response::Category,Trade & Construction Jobs,trade-construction-jobs,full_time,
RRT Per Diem (RCP II) - SMNIL Respiratory,"Certified Respiratory Therapist (CRT) Earn $486.68 – $525.60 gross pay per shift | Variable Shift | Per Diem Includes base pay of $40.15 - $43.80/hr  opportunities for shift differentials Department: Cardiopulmonary / Respiratory Therapy Job Type: Per Diem | Non-Exempt Location: Chicago Metro Area, Illinois – big-city lifestyle, strong healthcare market, no car required, lakefront living. ✔ Interview within 24 - 48 hours | Fast Offer Process ✔ Work in a high-acuity, critical care environment an…",1,https://www.adzuna.com/details/5819835574?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:27:50Z,5819835574,-87.671512,135069.44,41.900992,135069.44,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNTU3NCIsInMiOiJCUGRYd1dLTDhSR1cxSmkxNkFnQXJ3In0.0Comff3Vc9-VKIO3u9D2XRO8B9sYvfkES5iUzF4pjzU,Adzuna::API::Response::Job,Prime Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Chicago', 'East Village']","East Village, Chicago",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,,
Environmental Service Technician,"Central Maine Healthcare (CMH), a member of Prime Healthcare Foundation, is an integrated healthcare delivery system serving approximately 400,000 residents across central, western, and midcoast Maine through a network of more than 40 primary and specialty care locations. The system includes Central Maine Medical Center (CMMC) in Lewiston, a 250-bed, not-for-profit regional referral hospital that is home to the region's only Cancer Care Center, an orthopedic ambulatory surgery center, and the C…",1,https://www.adzuna.com/details/5819835514?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:27:50Z,5819835514,-70.185792,71765.97,44.097941,71765.97,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQlBkWHdXS0w4UkdXMUppMTZBZ0FydyIsImkiOiI1ODE5ODM1NTE0In0.lbkNsRmFeak3gVbfCtVer65TszPSTJC1fUG0MRj8dUk,Adzuna::API::Response::Job,Prime Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Maine', 'Androscoggin County', 'Lewiston']","Lewiston, Androscoggin County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
Field Service Specialist I - Imaging,"Join our team of dedicated professionals who provide services and operational support to award winning hospitals through roles in supply chain, IT and cybersecurity, clinical engineering, capital procurement, medical coding, project management and more. We provide services to clinically excellent community hospitals across the country that are dedicated to ensuring quality, compassionate care for every patient, every time. The Field Service Specialist I - IMAGING, provides specialty medical equ…",1,https://www.adzuna.com/details/5819835605?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:27:50Z,5819835605,-70.185792,64394.74,44.097941,64394.74,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQlBkWHdXS0w4UkdXMUppMTZBZ0FydyIsImkiOiI1ODE5ODM1NjA1In0.J8UMrUKjM-CqGfqZjyQaH3gmhYOiSuLrmKC6GZygNmw,Adzuna::API::Response::Job,Prime Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Maine', 'Androscoggin County', 'Lewiston']","Lewiston, Androscoggin County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
New Graduate Registered Nurse,"10,000 Sign-On Bonus Available for Qualified Candidates. Eligibility and payout terms apply. Details discussed during the interview process. The Registered Nurse is responsible for the delivery of safe patient care utilizing the nursing process of assessment, planning, implementation and evaluation. Provides direct patient care within the scope of practice. The Registered Nurse also directs and guides patient/family teaching and activities of other nursing personnel while maintaining standards …",1,https://www.adzuna.com/details/5819835578?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:27:50Z,5819835578,-87.689157,148167.03,41.516482,148167.03,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNTU3OCIsInMiOiJCUGRYd1dLTDhSR1cxSmkxNkFnQXJ3In0.O1q7tiKrulEeFC89c4OVlYObMdM91Xx5zNKUysyrYhc,Adzuna::API::Response::Job,Prime Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Olympia Fields']","Olympia Fields, Cook County",Adzuna::API::Response::Category,Graduate Jobs,graduate-jobs,full_time,
Registered Nurse - ICU,"• Department: ICU (Intensive Care Unit) • Schedule: Full-Time, Days, 7a-7p, weekend and holiday rotation • Facility: Prime Healthcare Olympia Fields Hospital • Location: Olympia Fields, IL 60461 The Registered Nurse is responsible for the delivery of safe patient care utilizing the nursing process of assessment, planning, implementation and evaluation. Provides direct patient care within the scope of practice. The Registered Nurse also directs and guides patient/family teaching and activities o…",1,https://www.adzuna.com/details/5819835519?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:27:50Z,5819835519,-87.689157,141172.06,41.516482,141172.06,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiQlBkWHdXS0w4UkdXMUppMTZBZ0FydyIsImkiOiI1ODE5ODM1NTE5In0.rEG2O1a0db9QkjUSvalX0biuU4GNSAIksooapXNqREQ,Adzuna::API::Response::Job,Prime Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Illinois', 'Cook County', 'Olympia Fields']","Olympia Fields, Cook County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
Rad Tech,"20,000 Sign-On Bonus Available for Qualified Candidates. Eligibility and payout terms apply. Details discussed during the interview process. Shift Available: Days Employment Type: Full-Time Hours: 10:30am - 7:00pm Location : DallasMedical Center – Dallas, TX Performs Diagnostic Radiographic Procedures according to department protocols, HFAP/TJC/local regulatory/CMS, State and Federal Regulations. Functions as the first line interface with customers and is successful in the accomplishment of the…",1,https://www.adzuna.com/details/5819835531?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:27:50Z,5819835531,-96.877711,277743.78,32.928847,277743.78,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNTUzMSIsInMiOiJCUGRYd1dLTDhSR1cxSmkxNkFnQXJ3In0.iAQM2-_nWw7BI1m09pZuJPDv08WAQV5udqOK8M-qRII,Adzuna::API::Response::Job,Prime Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas', 'Farmers Branch']","Farmers Branch, Dallas",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,full_time,
Mammography Tech - Radiology Technologist III,"Join an award-winning team of dedicated professionals committed to our core values of quality, compassion and community! Shasta Regional Medical Center, a member of Prime Healthcare, offers incredible opportunities to expand your horizons and be part of a community dedicated to making a difference. Shasta Regional Medical Center is a 226-bed acute care facility serving Northern California. The hospital offers a comprehensive range of services. Shasta Regional Medical Center is one of the nation…",1,https://www.adzuna.com/details/5819835556?utm_medium=api&utm_source=abfa41a4,2026-07-29T10:27:50Z,5819835556,-122.405886,181921.75,40.559444,181921.75,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxOTgzNTU1NiIsInMiOiJCUGRYd1dLTDhSR1cxSmkxNkFnQXJ3In0.RW8RpU47cssasMjR00vIh0Z6kOAKm71B1yk_u1Z-TXM,Adzuna::API::Response::Job,Prime Healthcare,Adzuna::API::Response::Company,Adzuna::API::Response::Location,"['US', 'California', 'Shasta County', 'Keswick']","Keswick, Shasta County",Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,
