adref,title,redirect_url,id,salary_is_predicted,salary_max,salary_min,description,created,__CLASS__,category.tag,category.__CLASS__,category.label,company.display_name,company.__CLASS__,location.display_name,location.__CLASS__,location.area,latitude,longitude,contract_time,contract_type
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyOTE0NCIsInMiOiJ2T2dlVWZXeDhSR0RZWUhBaHlSa2hnIn0.jIw8c95LeQf5-3nY1wb2YOU-fKxm39rvIckGG2VWOQY,Robotics for Kids Instructor,https://www.adzuna.com/land/ad/5886529144?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=85F51FFFCB0E62EE4008937FFF7A5FD3378AD6A7,5886529144,1,59978.9,59978.9,"Job Description Job Description About Us: Impact Kids has been providing safe, fun, and meaningful enrichment programs for over 10 years, and today we serve students at public and private schools across the country. Students have a safe space to develop, learn, play, and most importantly, just be kids in our before, during, and after school programs! Who We Are Looking For: Looking for experienced individuals for teaching and instruction of robotics for kids. Candidate must possess a high energ…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,teaching-jobs,Adzuna::API::Response::Category,Teaching Jobs,Impact Kids,Adzuna::API::Response::Company,"Sussex, Waukesha County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Waukesha County', 'Sussex']",43.133897,-88.222037,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MTYwIn0.Y_ORE_QhERPMKyymDPRDCk00Jzx84Q7hkBxW7iLweBg,Remote Commercial Service Handyman,https://www.adzuna.com/land/ad/5886529160?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=6C29D306BFE67E7DC4F751ACEBF39BBDC2420A89,5886529160,1,68269.93,68269.93,"Job Description Job Description F5 Facility Services is seeking a highly skilled and self-directed Remote Commercial Handyman to join our growing team. This is a remote position that demands exceptional independence and the ability to work effectively with limited management interaction. The ideal candidate will be responsible for providing a wide range of maintenance, repair, and general upkeep services to our diverse commercial clients. This role requires a broad skillset, superior problem-so…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,maintenance-jobs,Adzuna::API::Response::Category,Maintenance Jobs,F5 Facility Services,Adzuna::API::Response::Company,"Columbus, Franklin County",Adzuna::API::Response::Location,"['US', 'Ohio', 'Franklin County', 'Columbus']",40.103832,-83.020025,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MTIwIn0.1zIFjuDI_7UmKcFn94t9Fxl396qXN_8Z59UYgsv1G4w,Account Executive,https://www.adzuna.com/land/ad/5886529120?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=3C65CDA9E78F366756C44A848F32C8360636EBED,5886529120,1,86869.8,86869.8,"Job Description Job Description Description: Account Executive (B2B) Full-Time Compensation: $60,000 – $85,000 Base  Commission/Bonuses Job Summary We are a rapidly growing National Restoration and Construction company seeking a high-performing Account Executive to drive new business and expand market share. This is a hunter-style sales role focused on generating new accounts, building strong industry relationships, and closing business within restoration, construction, and mitigation markets. …",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,24 Hour Flood Pros,Adzuna::API::Response::Company,"Philadelphia, Philadelphia County",Adzuna::API::Response::Location,"['US', 'Pennsylvania', 'Philadelphia County', 'Philadelphia']",39.955624,-75.164753,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MTI5In0.2u0hWbZdc9c24UefZK6U5Xi8vztKTXMwabx_SMtLsfQ,Residential Clinical Register Nurse,https://www.adzuna.com/land/ad/5886529129?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=25C166EE0C992366A68DD7525F507E47D6119922,5886529129,1,65290.46,65290.46,Job Description Job Description Residential clinical register nurse will provide clinical support to staff and consumers three hours a week. Requirements: 1. - To posses a nursing degree 2. - To have active nursing registration with the State of California. 3. - To have experience at least one year in treatment with developmentally disable individuals. 4. - To have knowledge of psychiatric medications 5. - To have experience in behavioral treatment approaches related to autism and/or pervasive …,2026-09-16T13:29:33Z,Adzuna::API::Response::Job,healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,Casa Del Sol RTF Incorporated,Adzuna::API::Response::Company,"Fallbrook, San Diego County",Adzuna::API::Response::Location,"['US', 'California', 'San Diego County', 'Fallbrook']",33.37642,-117.251147,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MTQyIn0.OsI6exdXLu2JbuhKR397rQj1bg4hNrifRVfuqdRSIz0,Store Manager (Store 6217),https://www.adzuna.com/land/ad/5886529142?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=E57B223D0C7E39ECA80D6B706E2DB8436FBA6B93,5886529142,1,41012.56,41012.56,"Job Description Job Description The Store Manager is responsible for all facets of store operations and directly influences the performance of everyone who interacts with guests. Using elements of GameStop's buy, sell, trade, and reservation business model, the Circle of Life, the Store Manager develops and promotes a sales culture by creating individualized and complete solutions for every guest, and providing outstanding guest service experiences through professional conduct and shared passio…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,retail-jobs,Adzuna::API::Response::Category,Retail Jobs,GameStop Inc,Adzuna::API::Response::Company,"Sumter, Sumter County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Sumter County', 'Sumter']",33.874579,-80.354089,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MTE5In0.BHDMypb5ONigH6pndo4oXlu3oYrfUu0TOmVR3hTz7ho,Delivery Courier (Weekday),https://www.adzuna.com/land/ad/5886529119?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=2E320566F724B6B36A9735B4DBB62AE363B1DC4D,5886529119,1,41462.49,41462.49,"Job Description Job Description With over 35 years of logistics experience, join Vital Delivery Solutions where we drive with purpose. As New England’s premier medical delivery and logistics solutions company, we provide critical same day and next day delivery solutions for the premier companies and medical systems in the region. With over 300 employee drivers across 8 strategic locations throughout New England, the average length of time our drivers work with us is over 3 years, with our longe…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,travel-jobs,Adzuna::API::Response::Category,Travel Jobs,Vital Delivery Solutions,Adzuna::API::Response::Company,"Williston, Chittenden County",Adzuna::API::Response::Location,"['US', 'Vermont', 'Chittenden County', 'Williston']",44.445278,-73.099167,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyOTE4MiIsInMiOiJ2T2dlVWZXeDhSR0RZWUhBaHlSa2hnIn0.C9QCh3fy18wL3TuaSi8HmPVcVJVlyZ_4Hopb9LjxakQ,Business Development,https://www.adzuna.com/land/ad/5886529182?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=086500B202B421A1C87A18849E10C51C83DC8ECB,5886529182,1,85815.82,85815.82,"Job Description Job Description Hello go-Getter, Are you ready to shape your future with us? JBA.com has over 35 yeaars of success and diverse portfolio of clients. At JBA.com, a leading staffing and consulting firm, we're searching for Business Development Managers who are relentless in their pursuit of success and excel at securing ""YES, WE NEED YOUR HELP"" from our clients. You will lead our growth, taking on challenges and making business deals happen. If you stay focused despite external fa…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,JBA International,Adzuna::API::Response::Company,"Pasadena, Los Angeles County",Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Pasadena']",34.142759,-118.138601,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyOTE4MCIsInMiOiJ2T2dlVWZXeDhSR0RZWUhBaHlSa2hnIn0.nh7gGj28tlKh7jUlCO1hlTX938Y0jGfwZ5kBVXrEbXM,Foundation Repair Pro Needed (Jacksonville),https://www.adzuna.com/land/ad/5886529180?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=C92A1ABF3BF054451F9DEBF5D752F9F79317ED38,5886529180,1,43073.57,43073.57,"Job Description Job Description Lula is looking for a 1099 Foundation Repair Pro to help with property maintenance of several thousand rental properties across Jacksonville . We are seeking individuals who have experience in the rental property industry and has an eager attitude. What is Lula? Lula is a service designed for property managers to eliminate the hassle of managing and coordinating maintenance, improve the resident experience, and reduce maintenance costs for property owners. Lula w…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,admin-jobs,Adzuna::API::Response::Category,Admin Jobs,Lula,Adzuna::API::Response::Company,"Jacksonville, Duval County",Adzuna::API::Response::Location,"['US', 'Florida', 'Duval County', 'Jacksonville']",30.342001,-81.769132,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MTk4In0.mHzifzKqxn3VioplSjoKA3vGbHPk8Dxh3Q-0-BMCHTg,Gymnastics Instructor,https://www.adzuna.com/land/ad/5886529198?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=98BD67CEE2D3EF3D4BB6DE46F61416421C6A2C0B,5886529198,1,18077.67,18077.67,"Job Description Job Description Benefits: Opportunity for advancement Competitive salary Employee discounts Flexible schedule Free uniforms Training & development Life’s too short to not work someplace awesome! If you love kids, enjoy moving, and being active in your job while having a ton of fun, you may be the person we are looking for! The ideal candidate will possess gymnastics and/or cheer experience and flexible availability (available to work a combination of the following: weekday morni…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,teaching-jobs,Adzuna::API::Response::Category,Teaching Jobs,The Little Gym of Braselton,Adzuna::API::Response::Company,"Braselton, Jackson County",Adzuna::API::Response::Location,"['US', 'Georgia', 'Jackson County', 'Braselton']",34.109274,-83.762673,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MjExIn0.9i11ld551vpXZB4CzlYnt8Ez4mTzopAZaV3eKOJMkaA,Outside Sales Representative - Roofing,https://www.adzuna.com/land/ad/5886529211?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=ABCAB69F44FAE10F71A8C6B18CA05BE1D5317BBD,5886529211,1,145443.05,145443.05,"Job Description Job Description Outside Sales Representative - Roofing If you're a motivated, field-driven seller who can self-generate leads and close, we want to talk. Don't have a resume? No problem. Reach out to us directly at Recruiting@3MG.com Why Join 3MG Solutions? 3MG Solutions, LLC is one of the fastest-growing residential and commercial roofing contractors in the United States. With offices across Florida, Missouri, Georgia, and Kansas, we pride ourselves on our team-centric culture,…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,3MG Roofing & Solar,Adzuna::API::Response::Company,"Orange Park, Clay County",Adzuna::API::Response::Location,"['US', 'Florida', 'Clay County', 'Orange Park']",30.166074,-81.706484,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MTE4In0.AKMO_ztgTd5JCtSJXDZJ9ujCsUVKG1NmpUXO47ludlo,​CNC Tool & Cutter Grinder (Experienced),https://www.adzuna.com/land/ad/5886529118?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=59791EC908FEDC6941D9FDF4A1829797089D4D2E,5886529118,1,42730.38,42730.38,"Job Description Job Description CNC Tool & Cutter Grinder (Experienced) – Join a High-Performance Team Are you a skilled CNC tool grinder who takes pride in precision, craftsmanship, and doing work that truly matters? At Sharon-Cutwell , you won’t just be running machines—you’ll be creating the cutting tools that power some of the world’s most advanced aerospace and automotive programs. Think Boeing, Airbus, Lockheed Martin, Ford —your work directly supports industries shaping the future. Why T…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,Sharon Cutwell,Adzuna::API::Response::Company,"Belgium, Ozaukee County",Adzuna::API::Response::Location,"['US', 'Wisconsin', 'Ozaukee County', 'Belgium']",43.499721,-87.850367,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MTIxIn0.7I7tVJMLbwky6HXTSqUjYLMB2ENXWcpMvXySi8IfWUg,Sales Arborist,https://www.adzuna.com/land/ad/5886529121?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=998E7F7A0C128096606708AC1E891DAB4763ADC3,5886529121,1,96474.0,96474.0,"Job Description Job Description What We Offer At SavATree, your success is our priority. Here’s how we invest in you: Compensation: Minimum guarantee plus unlimited commission potential, with most Sales Arborists earning more than $130,000 annually. Total compensation typically ranges from $50,000 to $250,000 based on territory performance. Benefits: Health, dental, vision, life, and disability insurance, plus a 401(k) with company match. Time Off: Time-off to support your work/life balance Tra…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,SavATree LLC,Adzuna::API::Response::Company,"South Burlington, Chittenden County",Adzuna::API::Response::Location,"['US', 'Vermont', 'Chittenden County', 'South Burlington']",44.432004,-73.171279,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MjEzIn0.xwGRNRsgDUp98qmdyXzOXGczIqXT19qmBzGpE990eBk,Window Blind Installer,https://www.adzuna.com/land/ad/5886529213?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=EBC0BBDD7EA3356840F58DB874F89998539750EC,5886529213,1,39689.48,39689.48,"Job Description Job Description Benefits: Flexible schedule We are actively seeking experienced Window & Door replacement installers to join our team. This role is strictly residential replacement work — no new construction and no commercial projects. Scope of Work (Experience Required) Windows (must have hands-on experience with all): Nail Flange windows (with trim) Block Frame windows Retro Fit / sloped sill windows Full-frame wood window replacements Strong knowledge of measuring, removal, p…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,Premier Services Group,Adzuna::API::Response::Company,"Anchorage, Alaska",Adzuna::API::Response::Location,"['US', 'Alaska', 'Anchorage']",61.218923,-149.850373,,
eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg4NjUyOTE4MyIsInMiOiJ2T2dlVWZXeDhSR0RZWUhBaHlSa2hnIn0.npOx602Bw_aZ1FibLFn1OwuG1sziYBcvypFb7Ei-Kxk,Installation Technician,https://www.adzuna.com/land/ad/5886529183?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=827E7DC81D36C55CC6EACE265C41444E76FEDF68,5886529183,1,83970.4,83970.4,"Job Description Job Description Who is Tech Electronics? We provide systems and services that help our customers work smarter, feel safer, and collaborate more effectively. Tech Electronics is a technology services organization headquartered in St. Louis, Missouri with seven offices across the Midwest. At Tech Electronics, we specialize in low voltage life safety and communication systems in the education, healthcare, construction, government, commercial-industrial, SMB, and worship industries.…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,Tech Electronics,Adzuna::API::Response::Company,"Topeka, Shawnee County",Adzuna::API::Response::Location,"['US', 'Kansas', 'Shawnee County', 'Topeka']",39.054172,-95.672143,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MTk2In0.BhLIZyQIucC88X7lnSjFEbTUMyYOmE7pdvSU6RSvllk,Landscape Installation Team Member,https://www.adzuna.com/land/ad/5886529196?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=7B7896FEB27BC0DEAB4A6C674BACB715CBF86947,5886529196,1,49223.52,49223.52,"Job Description Job Description Benefits: Paid Holidays Bonus based on performance Free uniforms Opportunity for advancement Training & development Landscape Installation Team Member (with year-round work available) The Grounds Guys of Elkhart & Goshen Tired of seasonal gigs that end every fall, big corporate crews that treat you like a number, or local shops that promise projects but can’t deliver steady work? Join a true family-owned franchise where experienced pros are trusted with premium r…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,trade-construction-jobs,Adzuna::API::Response::Category,Trade & Construction Jobs,The Grounds Guys of Elkhart and Goshen,Adzuna::API::Response::Company,"Goshen, Elkhart County",Adzuna::API::Response::Location,"['US', 'Indiana', 'Elkhart County', 'Goshen']",41.55551,-85.857401,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MjI4In0.yqVs01kBoqZ1eQwGmGE9Nm3TjrYYbWe0n557ba8icQ0,Mortgage Loan Officer,https://www.adzuna.com/land/ad/5886529228?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=73DC28915B1014E96F2461E3B94B0A1AC13E1DE1,5886529228,1,58189.79,58189.79,"Job Description Job Description At Mercantile Bank, we believe in empowering passionate professionals who thrive on forging genuine connections and driving community success. Although we've grown organically across Michigan-thanks to our strong word-of-mouth reputation-we're just getting started in Southeast Michigan. This is your chance to make a significant impact in a dynamic, growth-oriented market as a Mortgage Loan Officer in Novi! What You'll Do Forge Lasting Relationships: Be the face o…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,sales-jobs,Adzuna::API::Response::Category,Sales Jobs,Mercantile Bank,Adzuna::API::Response::Company,"Novi, Oakland County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Oakland County', 'Novi']",42.475629,-83.517682,,
eyJhbGciOiJIUzI1NiJ9.eyJzIjoidk9nZVVmV3g4UkdEWVlIQWh5UmtoZyIsImkiOiI1ODg2NTI5MTM2In0.LHDiDKgVd-JMsfa6SIBMtUGeRimvnV8n0wl64UzC9xk,Industrial Mechanic,https://www.adzuna.com/land/ad/5886529136?se=vOgeUfWx8RGDYYHAhyRkhg&utm_medium=api&utm_source=abfa41a4&v=C20B7E1692A670AE7B6083C67E8303CBA2B6854B,5886529136,1,65919.49,65919.49,"Job Description Job Description Title: Industrial MechanicDepartment:MaintenanceLocation:Stony Creek, VirginiaDirect Supervisor:Mechanic SupervisorSite(s): X Stony Creek Mineral Separation Plant X Concord Mine and Concentrator Direct Reports or Assets:☒ None ☐ Other (Specified Below)Main Purpose of the Position:ASM Plant and Industrial mechanics will work in a variety of environments and plant sites. They will install and repair mechanical components and equipment.Key Responsibilities (includin…",2026-09-16T13:29:33Z,Adzuna::API::Response::Job,engineering-jobs,Adzuna::API::Response::Category,Engineering Jobs,Atlantic Strategic Minerals,Adzuna::API::Response::Company,"Stony Creek, Sussex County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Sussex County', 'Stony Creek']",36.947928,-77.400811,,
