description,created,salary_max,id,longitude,title,redirect_url,adref,salary_min,latitude,salary_is_predicted,__CLASS__,company.__CLASS__,company.display_name,location.area,location.__CLASS__,location.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
"Travel Stepdown RN is needed for 13 weeks to start ASAP in a facility in Georgia. Shifts consist of 7-7. Stepdown Unit; ASAP start; 13 week assignment w possible extension; Days; Weekends; On-Call; Float; Holidays; Minimal or no calendar week RTO (must be included on submission) Required Certifications: BLS & ACLS Required Skills: Intermediate (please include experience with stable vent patients, cardiac drips: dopamine, cardene, cardizem, etc) Minimum 2 years recent MedSurg & Intermediate expe…",2026-08-22T09:35:21Z,29330.96,5852503720,-81.971733,Nursing - PCU/Stepdown,https://www.adzuna.com/details/5852503720?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMXNYb3lTNmU4UkdVNkxJanlhUm53QSIsImkiOiI1ODUyNTAzNzIwIn0.KERNyI2DZpC8nMVOmCDjSmsJR-ct0JeO-TfUk3MOIo4,29330.96,33.461226,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Augusta,"['US', 'Georgia', 'Richmond County', 'Augusta']",Adzuna::API::Response::Location,"Augusta, Richmond County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,part_time,
"If you are a current FIB employee, please apply through the Career Worklet in the Employee Portal . This position is located at our Belle Fourche, SD branch. What’s Important to You We know your career is just one aspect of a meaningful, complex, and demanding life. That’s why we designed our compensation and benefits package to provide employees and their families with as much choice as possible. Generous Paid Time Off (PTO) in addition to paid federal holidays. Child Care Assistance Program f…",2026-08-22T09:35:20Z,48869.34,5852503716,-103.852148,Teller,https://www.adzuna.com/details/5852503716?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjUwMzcxNiIsInMiOiIxc1hveVM2ZThSR1U2TElqeWFSbndBIn0.GGX-CACGfwOAQ5PnFG4KLnPOgf0pdtywIvCokWVxs-8,48869.34,44.671373,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,First Interstate BancSystem,"['US', 'South Dakota', 'Butte County', 'Belle Fourche']",Adzuna::API::Response::Location,"Belle Fourche, Butte County",Adzuna::API::Response::Category,Accounting & Finance Jobs,accounting-finance-jobs,full_time,
"Position Type: Supporting - Administrative Associates/ Administrative Associate Date Posted: 8/20/2026 Location: Service Center I/Lubbock Building Closing Date: Open Until Filled Clerk - Dispatch Reports to: Executive Director - Maintenance Services Salary: $40,504-$48,800 Duty Days: 244 Days PC: 26419 Grade 704 FLSA Status: Non-Exempt POSITION PURPOSE Provides clerical support for the entry, processing, and scheduling of work orders; enters and maintains digital records including fiscal inform…",2026-08-22T09:35:18Z,48800.0,5852503712,,Clerk - Dispatch,https://www.adzuna.com/details/5852503712?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjUwMzcxMiIsInMiOiIxc1hveVM2ZThSR1U2TElqeWFSbndBIn0.TYQwbChUTzDV1u5a4hUPbtYu-M5zSK-2aO7PrBKsaXQ,40504.0,,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Fort Worth ISD,['US'],Adzuna::API::Response::Location,US,Adzuna::API::Response::Category,Admin Jobs,admin-jobs,,
"We are a fast-paced business with ambitious growth plans; so if you are dedicated, enthusiastic and always seeking ways to improve, you'll enjoy a career with us! We are seeking a dependable and hands-on Facilities Technician to support the day-to-day maintenance, operation, and general upkeep of our facility. This is a temporary opportunity that will be based onsite in Creedmoor, NC . The Facilities Technician will perform routine maintenance, respond to facility-related service requests, assi…",2026-08-22T09:35:18Z,49919.73,5852503710,-78.686115,Facilities Tech (TEMP),https://www.adzuna.com/details/5852503710?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjUwMzcxMCIsInMiOiIxc1hveVM2ZThSR1U2TElqeWFSbndBIn0.wHp-dwP_bxzMPh35ZfWEL6U393SAHgUbhBfK0l7xjM0,49919.73,36.122368,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Ontic,"['US', 'North Carolina', 'Graham County', 'Creedmoor']",Adzuna::API::Response::Location,"Creedmoor, Graham County",Adzuna::API::Response::Category,Maintenance Jobs,maintenance-jobs,full_time,contract
"Raventra Health is a medical services company providing outsourced billing, coding, and claims processing solutions for provider groups and hospitals. As an RCM Reporting & Analytics Specialist, you will turn revenue cycle data into clear, actionable insights for internal teams and provider clients. You will build and maintain reports, monitor key performance indicators, identify trends, and help teams understand opportunities to improve billing, collections, claims performance, and overall rev…",2026-08-22T09:35:18Z,71678.76,5852503713,,RCM Reporting & Analytics Specialist,https://www.adzuna.com/details/5852503713?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjUwMzcxMyIsInMiOiIxc1hveVM2ZThSR1U2TElqeWFSbndBIn0.LfivofOeY8tRf6uFn50lcUPZtFIVAZG_a60gijUcbFA,71678.76,,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Careerswift,['US'],Adzuna::API::Response::Location,US,Adzuna::API::Response::Category,Accounting & Finance Jobs,accounting-finance-jobs,full_time,
"Responsible for creating a consistent quality product and culinary experience, while also providing exceptional customer service, presentation, and a clean and safe eating environment. Key Responsibilities 1. Ensure quality food product 2. Oversee that our product tastes, looks, and provides adequate portions 3. Must have good basic knife skills, production skills 4. Be able to be read and follow Company recipes 5. Ensure your work area is clean, well-organized and has good sanitation 6. Good t…",2026-08-22T09:35:17Z,35773.77,5852503709,-83.18652,Grill Cook,https://www.adzuna.com/details/5852503709?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMXNYb3lTNmU4UkdVNkxJanlhUm53QSIsImkiOiI1ODUyNTAzNzA5In0.kSEB83xTYjYG4nL4068dDEAF79DF5A5rbF8hgGQ0_D0,35773.77,42.65796,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Continental Services,"['US', 'Michigan', 'Oakland County', 'Rochester Hills']",Adzuna::API::Response::Location,"Rochester Hills, Oakland County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,full_time,
"Description The Engineering Supervisor plays a critical leadership role in the successful opening and ongoing operation of Ka Haku, a Hilton Club, helping establish the standards, systems, and culture that will define one of Hawaiʻi's newest luxury hospitality destinations. This position oversees daily engineering and maintenance operations, ensuring guestrooms, public spaces, back-of-house areas, and resort amenities are maintained to the highest luxury standards while supporting a safe, effic…",2026-08-22T09:35:17Z,75988.23,5852503707,-157.820876,"Engineering Supervisor (Facilities & Maintenance) - Ka Haku, a Hilton Club",https://www.adzuna.com/details/5852503707?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMXNYb3lTNmU4UkdVNkxJanlhUm53QSIsImkiOiI1ODUyNTAzNzA3In0._yAMi5cOwPlS4qQrytR2MfCcWAsOYu7FJXRv_lUISnM,75988.23,21.277922,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Hilton Grand Vacations,"['US', 'Hawaii', 'Honolulu', 'Wake Island']",Adzuna::API::Response::Location,"Wake Island, Honolulu",Adzuna::API::Response::Category,Engineering Jobs,engineering-jobs,full_time,
"Description Position at MTA Headquarters JOB TITLE: Operations Analyst – HR: Employment (NYCT) SALARY RANGE: $45,125 (TCU) DEPT/DIV: HR Center of Excellence SUPERVISOR: Manager, HR Operations LOCATION: 149 Pierrepont St, Brooklyn, NY 11201 HOURS OF WORK: 7:30 am - 4 pm ; 8 Hours Per day This is a resume-based position represented by the Transportation Communication s Union (TCU) Opening: The Metropolitan Transportation Authority is North America's largest transportation network, serving a popul…",2026-08-22T09:35:16Z,81239.8,5852503705,-73.980703,Operations Analyst – HR: Employment (NYCT),https://www.adzuna.com/details/5852503705?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMXNYb3lTNmU4UkdVNkxJanlhUm53QSIsImkiOiI1ODUyNTAzNzA1In0.ax7jZVCMWyNHY12APEnI6mxFEmMs352NpUhZSNKfa_U,81239.8,40.680459,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Metropolitan Transportation Authority,"['US', 'New York', 'New York City', 'Brooklyn']",Adzuna::API::Response::Location,"Brooklyn, New York City",Adzuna::API::Response::Category,HR & Recruitment Jobs,hr-jobs,,
"Shift Manager at Popeyes Are you passionate about creating memorable experiences for guests? Do you enjoy working with a team that takes food seriously but also knows how to have fun? If so, we have an immediate opening for a Shift Manager at Popeyes. Join our team and take advantage of competitive wages, career advancement opportunities, and a range of benefits including free meals, flexible schedules, 401K plan, health, dental, and vision insurance, and paid time off. Overview The Shift Manag…",2026-08-22T09:35:16Z,34420.95,5852503704,-91.047058,Shift Manager,https://www.adzuna.com/details/5852503704?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjUwMzcwNCIsInMiOiIxc1hveVM2ZThSR1U2TElqeWFSbndBIn0.6wBkOd-vs7Aa4U-HtlwwJysni8uBK_kAqarVogJK38c,34420.95,30.543031,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Popeyes,"['US', 'Louisiana', 'East Baton Rouge Parish', 'Central']",Adzuna::API::Response::Location,"Central, East Baton Rouge Parish",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,full_time,
"We are looking for an experienced Cook/Grill Staff to execute all kitchen operations, ensuring all prepared foods meet restaurant safety and health standards. Who would cook, assemble and wrap good items, stock all needed products and preparation materials in a clean and safe manner. A good candidate for this job is a person with attention to detail who can keep the kitchen tidy and clean all while preparing, cooking, and arranging food together with the rest of our kitchen staff. Reports to: M…",2026-08-22T09:35:15Z,35360.0,5852503701,-101.312944,Cook,https://www.adzuna.com/details/5852503701?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjUwMzcwMSIsInMiOiIxc1hveVM2ZThSR1U2TElqeWFSbndBIn0.hlU2A7vGBBCAxy94pnjj4TxQVimPKApXAv_X9SGsBDg,29120.0,48.253279,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Dairy Queen,"['US', 'North Dakota', 'Ward County', 'Burlington']",Adzuna::API::Response::Location,"Burlington, Ward County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,full_time,
"We are an independently owned and operated company with Bojangles. Being a Shift Manager at Bojangles is more than just a job. It's an opportunity to meet interesting people, treat our guests to a great dining experience and to start an exciting career in the food-service industry. As a Shift Manager at Bojangles, you must be comfortable serving and interacting with our loyal customers. If you are energetic, outgoing, friendly and passionate about serving high-quality food and excellent custome…",2026-08-22T09:35:13Z,31200.0,5852503696,-81.249199,Shift Manager,https://www.adzuna.com/details/5852503696?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjUwMzY5NiIsInMiOiIxc1hveVM2ZThSR1U2TElqeWFSbndBIn0.Kz3-Wh9K41z4sMpOzKWHh6JHhsc0q6V2jT8JXr9nugc,29120.0,36.215843,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Bojangles,"['US', 'North Carolina', 'Wilkes County', 'Millers Creek']",Adzuna::API::Response::Location,"Millers Creek, Wilkes County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,full_time,
"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts. Job Category Marketing & Communications Job Details About Salesforce Salesforce is the 1 AI CRM, where humans with agents drive customer success together. Here, ambition meets action. Tech meets trust. And innovation isn’t a buzzword — it’s a way of life. The world of work as we know it is changing and we're looking for Trailblazers who are passiona…",2026-08-22T09:35:12Z,123385.19,5852503695,-84.388372,"Community Manager, Slack",https://www.adzuna.com/details/5852503695?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjUwMzY5NSIsInMiOiIxc1hveVM2ZThSR1U2TElqeWFSbndBIn0.DqNf8LZDJ4lWrJeFT5s2vsR8EHg5sJWgEqq2-vAktnc,123385.19,33.755711,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Salesforce,"['US', 'Georgia', 'Fulton County', 'Atlanta']",Adzuna::API::Response::Location,"Atlanta, Fulton County",Adzuna::API::Response::Category,IT Jobs,it-jobs,full_time,
"Team Member – Round Table Pizza We’re hiring energetic, outgoing team members who enjoy serving others and take pride in delivering great service, quality food, and a clean restaurant. If you thrive in a fast-paced environment, enjoy interacting with guests, and like being part of a strong, accountable team, Round Table Pizza could be a great fit for you. What You’ll Do Welcome guests with a friendly, confident attitude Take accurate customer orders and operate the POS system Prepare pizzas, wi…",2026-08-22T09:35:11Z,43680.0,5852503691,-119.643185,Round Table Pizza 01005 - Team Member,https://www.adzuna.com/details/5852503691?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMXNYb3lTNmU4UkdVNkxJanlhUm53QSIsImkiOiI1ODUyNTAzNjkxIn0.wjlXNxferHxUZSDLhKpywR9vjd7jFeOQ-hRkgag0enQ,41600.0,36.329273,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Round Table Pizza,"['US', 'California', 'Kings County', 'Hanford']",Adzuna::API::Response::Location,"Hanford, Kings County",Adzuna::API::Response::Category,Hospitality & Catering Jobs,hospitality-catering-jobs,part_time,
"Join the Fleet Response Team Fleet Response is committed to providing innovative, customer-focused fleet management solutions while maintaining the highest standards of professionalism, integrity, and partnership. As a family-owned organization, we believe our success is built on strong relationships—with our clients, our communities, and one another. Our culture is rooted in trust, collaboration, diversity, equity, inclusion, and continuous improvement. Recognized as one of Northeast Ohio's To…",2026-08-22T09:35:11Z,39520.0,5852503694,-81.46332,Third Party Claims Specialist,https://www.adzuna.com/details/5852503694?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiMXNYb3lTNmU4UkdVNkxJanlhUm53QSIsImkiOiI1ODUyNTAzNjk0In0.0baBVcllTxxlfKQ-lDB7s0UPRI6unNrlMiP1k5iD6sA,0.0,41.24436,0,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Fleet Response,"['US', 'Ohio', 'Summit County', 'Hudson']",Adzuna::API::Response::Location,"Hudson, Summit County",Adzuna::API::Response::Category,Admin Jobs,admin-jobs,full_time,
"It's fun to work in a company where people truly BELIEVE in what they're doing! We're committed to bringing passion and customer focus to the business. We’re looking for a detail‑driven Costing Accountant who enjoys being close to operations and playing a key role in financial accuracy, product costing, and customer profitability. In this role, you will collaborate closely with Production, Sales, Technical, and Finance leaders to ensure we understand the true cost of what we make — and help the…",2026-08-22T09:35:06Z,82701.6,5852503690,-95.609001,Cost Accountant,https://www.adzuna.com/details/5852503690?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjUwMzY5MCIsInMiOiIxc1hveVM2ZThSR1U2TElqeWFSbndBIn0.aqd7HS0qxd38aIzUdEwzrs8G-ylWMPWcnyW7ZdR8VQw,82701.6,29.618521,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,Accredo Packaging,"['US', 'Texas', 'Fort Bend County', 'Sugar Land']",Adzuna::API::Response::Location,"Sugar Land, Fort Bend County",Adzuna::API::Response::Category,Accounting & Finance Jobs,accounting-finance-jobs,full_time,
"We are a global team of innovators and pioneers dedicated to shaping the future of observability. At New Relic, we build an intelligent platform that empowers companies to thrive in an AI-first world by giving them unparalleled insight into their complex systems. As we continue to expand our global footprint, we're looking for passionate people to join our mission. If you're ready to help the world's best companies optimize their digital applications, we invite you to explore a career with us! …",2026-08-22T09:35:04Z,123746.84,5852503683,,Account Executive - Enterprise Sales (Greenfield),https://www.adzuna.com/details/5852503683?utm_medium=api&utm_source=abfa41a4,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg1MjUwMzY4MyIsInMiOiIxc1hveVM2ZThSR1U2TElqeWFSbndBIn0.--WQ7NvkKLwvK_L5DmZL9gvxwO0vJnCVwrSoF_W6hgo,123746.84,,1,Adzuna::API::Response::Job,Adzuna::API::Response::Company,New Relic,"['US', 'Illinois', 'Cook County', 'Chicago']",Adzuna::API::Response::Location,"Chicago, Cook County",Adzuna::API::Response::Category,Sales Jobs,sales-jobs,,
