title,redirect_url,longitude,__CLASS__,salary_max,created,adref,salary_is_predicted,latitude,id,description,salary_min,location.__CLASS__,location.area,location.display_name,company.__CLASS__,company.display_name,category.__CLASS__,category.label,category.tag,contract_time,contract_type
"Locum Physician Assistant (PA) - Surgery - Cardiothoracic in Torrance, CA",https://www.adzuna.com/details/5878762040?utm_medium=api&utm_source=abfa41a4,-118.357245,Adzuna::API::Response::Job,57539.56,2026-09-10T12:31:24Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXNCWThUaXQ4UkdmNHRQWUx0SjIzUSIsImkiOiI1ODc4NzYyMDQwIn0.qbw9MkIA0nGw7kE_UdH4gV00xsyDVSYADiuziecAe9A,1,33.841162,5878762040,"Physician Assistant | Surgery - Cardiothoracic Location: Torrance, CA Employer: VieMed Healthcare Staffing Pay: Competitive weekly pay (inquire for details) Start Date: ASAP About the Position Physician Assistant - Cardiovascular/Cardiothoracic Surgery - Torrance, CA Join a leading healthcare facility in Torrance, California, for an exciting locum opportunity covering holiday shifts in cardiovascular and cardiothoracic surgery. Enjoy a flexible schedule, competitive pay, and the support of a de…",57539.56,Adzuna::API::Response::Location,"['US', 'California', 'Los Angeles County', 'Redondo Beach']","Redondo Beach, Los Angeles County",Adzuna::API::Response::Company,VieMed Healthcare Staffing,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Locum Physician Assistant (PA) - Surgery - Cardiothoracic in Spokane, WA",https://www.adzuna.com/details/5878762042?utm_medium=api&utm_source=abfa41a4,-117.428675,Adzuna::API::Response::Job,133182.62,2026-09-10T12:31:24Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc2MjA0MiIsInMiOiJZc0JZOFRpdDhSR2Y0dFBZTHRKMjNRIn0.y0IcNmY9_a2IOjYOPq4aIWXwfaUZuCWcNmfvT_NeOMM,1,47.647322,5878762042,"Physician Assistant | Surgery - Cardiothoracic Location: Spokane, WA Employer: VieMed Healthcare Staffing Pay: Competitive weekly pay (inquire for details) Start Date: ASAP About the Position Physician Assistant - Cardiovascular / Cardiothoracic Surgery in Spokane, WA Looking for an exciting opportunity in cardiothoracic surgery? Join a leading facility in Spokane, WA, offering a competitive weekly pay schedule, comprehensive benefits, and a supportive team dedicated to your success. This flexi…",133182.62,Adzuna::API::Response::Location,"['US', 'Washington', 'Spokane County', 'Spokane']","Spokane, Spokane County",Adzuna::API::Response::Company,VieMed Healthcare Staffing,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Locum Certified Registered Nurse Anesthetist (CRNA) - Gastroenterology in Shakopee, MN",https://www.adzuna.com/details/5878762038?utm_medium=api&utm_source=abfa41a4,-93.500763,Adzuna::API::Response::Job,83668.64,2026-09-10T12:31:24Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc2MjAzOCIsInMiOiJZc0JZOFRpdDhSR2Y0dFBZTHRKMjNRIn0.qz3gNGY4TEyDptQ9tSCwBD2uxYrimDi_g5rsgm4HNms,1,44.776519,5878762038,"Certified Registered Nurse Anesthetist | Gastroenterology Location: Shakopee, MN Employer: VieMed Healthcare Staffing Pay: Competitive weekly pay (inquire for details) Shift Information: Days Start Date: ASAP About the Position Certified Registered Nurse Anesthetist (CRNA) – Shakopee, MN Looking for a rewarding CRNA role that offers flexible scheduling, excellent pay, and the support of a dedicated team? Enjoy competitive weekly pay, comprehensive medical benefits, and the opportunity to work i…",83668.64,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Scott County', 'Shakopee']","Shakopee, Scott County",Adzuna::API::Response::Company,VieMed Healthcare Staffing,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Locum Physician (MD/DO) - Emergency Medicine in Ennis, TX",https://www.adzuna.com/details/5878762036?utm_medium=api&utm_source=abfa41a4,-96.618087,Adzuna::API::Response::Job,157369.6,2026-09-10T12:31:24Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXNCWThUaXQ4UkdmNHRQWUx0SjIzUSIsImkiOiI1ODc4NzYyMDM2In0.fF8XZq55dMOWcRJl6DfBlNJtJfHrd6bGioTmofOo45k,1,32.331881,5878762036,"Doctor of Medicine | Emergency Medicine Location: Ennis, TX Employer: VieMed Healthcare Staffing Pay: Competitive weekly pay (inquire for details) Start Date: ASAP About the Position Emergency Medicine Physician – Ennis, TX Join a leading healthcare facility in Ennis, TX, providing top-quality emergency care. Enjoy a flexible schedule with a 12-hour shift, competitive weekly pay, and comprehensive medical benefits. This is a great opportunity for dedicated emergency medicine professionals start…",157369.6,Adzuna::API::Response::Location,"['US', 'Texas', 'Ellis County', 'Ennis']","Ennis, Ellis County",Adzuna::API::Response::Company,VieMed Healthcare Staffing,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Locum Physician (MD/DO) - Emergency Medicine in Mexia, TX",https://www.adzuna.com/details/5878762037?utm_medium=api&utm_source=abfa41a4,-96.48482,Adzuna::API::Response::Job,209484.12,2026-09-10T12:31:24Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXNCWThUaXQ4UkdmNHRQWUx0SjIzUSIsImkiOiI1ODc4NzYyMDM3In0.t4I8QTbi428lOz32jKwxpybJy86g0mxMvDUUIme5Bxo,1,31.669771,5878762037,"Doctor of Medicine | Emergency Medicine Location: Mexia, TX Employer: VieMed Healthcare Staffing Pay: Competitive weekly pay (inquire for details) Start Date: ASAP About the Position Emergency Medicine Physician – Mexia, TX Looking for an exciting opportunity in emergency medicine? Enjoy a flexible schedule, competitive pay, and a supportive team at a leading facility in Mexia, TX. This position offers excellent benefits, quick onboarding, and the chance to make a real difference in patient car…",209484.12,Adzuna::API::Response::Location,"['US', 'Texas', 'Limestone County', 'Mexia']","Mexia, Limestone County",Adzuna::API::Response::Company,VieMed Healthcare Staffing,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Locum Physician (MD/DO) - Cardiology - General/Other in Jackson, MI",https://www.adzuna.com/details/5878761984?utm_medium=api&utm_source=abfa41a4,-84.388213,Adzuna::API::Response::Job,286898.3,2026-09-10T12:31:22Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc2MTk4NCIsInMiOiJZc0JZOFRpdDhSR2Y0dFBZTHRKMjNRIn0.M-d0O_nKlVgmwiN37MfiuhbRxsEQHocDdXMkG-FQLso,1,42.254615,5878761984,"Doctor of Medicine | Cardiology - General/Other Location: Jackson, MI Employer: Alumni Healthcare Staffing Pay: Competitive weekly pay (inquire for details) Contract Duration: 2 Weeks Start Date: ASAP About the Position Specialty Interventional Cardiology State MI Location 205 N East Ave, Jackson, MI Requirements Henry Ford Jackson is seeking an Interventional Cardiologist for ongoing locum coverage with the potential for a locum-to-permanent opportunity. This position is available due to a phy…",286898.3,Adzuna::API::Response::Location,"['US', 'Michigan', 'Jackson County', 'Jackson']","Jackson, Jackson County",Adzuna::API::Response::Company,Alumni Healthcare Staffing,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
Locum Physician (MD/DO) - Obstetrics and Gynecology in New Mexico,https://www.adzuna.com/details/5878761974?utm_medium=api&utm_source=abfa41a4,-105.884633,Adzuna::API::Response::Job,145848.77,2026-09-10T12:31:22Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc2MTk3NCIsInMiOiJZc0JZOFRpdDhSR2Y0dFBZTHRKMjNRIn0.tzbEF7gSV65RZS8YERX3QdwWsoZ9dCJpGUDyVpkNpGM,1,34.530725,5878761974,Doctor of Medicine | Obstetrics and Gynecology Location: New Mexico Employer: Consilium Staffing Pay: Competitive weekly pay (inquire for details) Start Date: ASAP About the Position Multiple OBGYN Physicians Needed Scheduled Clinics Hours  Call Call is 24 hour beeper call Hospital averages less than 500 delivers per year Well known EMR Locum will have mid-level support staff Benefits Call to learn more about locum tenens job opportunities Consilium Staffing offers competitive hourly rates for …,145848.77,Adzuna::API::Response::Location,"['US', 'New Mexico']","New Mexico, US",Adzuna::API::Response::Company,Consilium Staffing,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Locum Physician (MD/DO) - Anesthesiology - General/Other in Shakopee, MN",https://www.adzuna.com/details/5878761985?utm_medium=api&utm_source=abfa41a4,-93.420495,Adzuna::API::Response::Job,174728.17,2026-09-10T12:31:22Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXNCWThUaXQ4UkdmNHRQWUx0SjIzUSIsImkiOiI1ODc4NzYxOTg1In0.PVdSGV2iPRzSstG1PWlcG_JQVznwJcRvHUoD8AbUHCk,1,44.709163,5878761985,"Doctor of Medicine | Anesthesiology - General/Other Location: Shakopee, MN Employer: Alumni Healthcare Staffing Pay: Competitive weekly pay (inquire for details) Contract Duration: 26 Weeks Start Date: ASAP About the Position Specialty State MN Location 1455 Saint Francis Ave, Shakopee, MN, 55379-3380 Requirements FIXED Start Date: ASAP Contract Length: 6 months - ongoing/long-term Shift Details: 8's 10's 12’s 16s Schedule: M-F - 40 hours per week - OT after scheduled shift 6:45am – 3:15pm 8 ho…",174728.17,Adzuna::API::Response::Location,"['US', 'Minnesota', 'Scott County', 'Prior Lake']","Prior Lake, Scott County",Adzuna::API::Response::Company,Alumni Healthcare Staffing,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
Locum Physician (MD/DO) - Surgery - Trauma in Washington,https://www.adzuna.com/details/5878761970?utm_medium=api&utm_source=abfa41a4,-77.019023,Adzuna::API::Response::Job,244823.25,2026-09-10T12:31:22Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc2MTk3MCIsInMiOiJZc0JZOFRpdDhSR2Y0dFBZTHRKMjNRIn0.g2gWSnHbsw4CXjEMnnBp7EZxDsk34a-YCL8EW2jzprc,1,38.912068,5878761970,"Doctor of Medicine | Surgery - Trauma Location: Washington Employer: Consilium Staffing Pay: Competitive weekly pay (inquire for details) Start Date: ASAP About the Position Start Date: 11-1-2026 15 patients per day EMR System: Epic Practice Setting: Inpatient Licensed in WA or IMLC Benefits Call to learn more about locum tenens job opportunities Consilium Staffing offers competitive hourly rates for our physicians, physician assistants and nurse practitioners Our team of experts will assist wi…",244823.25,Adzuna::API::Response::Location,"['US', 'Washington, D.C.', 'Washington']","Washington, Washington, D.C.",Adzuna::API::Response::Company,Consilium Staffing,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
Locum Certified Registered Nurse Anesthetist (CRNA) - Anesthesiology - General/Other in Maine,https://www.adzuna.com/details/5878761976?utm_medium=api&utm_source=abfa41a4,-69.399542,Adzuna::API::Response::Job,196425.56,2026-09-10T12:31:22Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc2MTk3NiIsInMiOiJZc0JZOFRpdDhSR2Y0dFBZTHRKMjNRIn0.uirwJ4hDWdZZ5UOYOqxxb-P_zMpHJyY3VONeZvCqPoM,1,44.558706,5878761976,"Certified Registered Nurse Anesthetist | Anesthesiology - General/Other Location: Maine Employer: Consilium Staffing Pay: Competitive weekly pay (inquire for details) Start Date: ASAP About the Position CRNA needed in Maine Location: Maine Shift times: 7a-3P Case Type(s): ENDO, Ortho, Urology, General, GYN Excellent Compensation Medical Malpractice Insurance Included Travel & Lodging Included Benefits Call to learn more about locum tenens job opportunities Consilium Staffing offers competitive …",196425.56,Adzuna::API::Response::Location,"['US', 'Maine']","Maine, US",Adzuna::API::Response::Company,Consilium Staffing,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Locum Physician (MD/DO) - Surgery - General/Other in Roswell, NM",https://www.adzuna.com/details/5878761982?utm_medium=api&utm_source=abfa41a4,-104.5641,Adzuna::API::Response::Job,505531.97,2026-09-10T12:31:22Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXNCWThUaXQ4UkdmNHRQWUx0SjIzUSIsImkiOiI1ODc4NzYxOTgyIn0.s7-o0G1DZLUU2MD0VikI-aSeV4d12CqMSjFhlbPOtRI,1,33.39438,5878761982,"Doctor of Medicine | Surgery - General/Other Location: Roswell, NM Employer: Alumni Healthcare Staffing Pay: Competitive weekly pay (inquire for details) Contract Duration: 2 Weeks Start Date: ASAP About the Position Specialty Surgery - Trauma State NM Location 405 W. Country Club Rd., Roswell, NM 88201 Requirements Please keep all communication via Locumsmart Please only submit providers that have current New Mexico License, New Mexico controlled substance license and DEA General Surgery Call …",505531.97,Adzuna::API::Response::Location,"['US', 'New Mexico', 'Chaves County', 'Border Hill']","Border Hill, Chaves County",Adzuna::API::Response::Company,Alumni Healthcare Staffing,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Mammography Tech - $2,509 to $2,585 per week in Charlotte, NC",https://www.adzuna.com/land/ad/5878761973?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=53FE1CD14FC7D6934FEB194D8D6090D05907A696,-80.828062,Adzuna::API::Response::Job,124080.0,2026-09-10T12:31:22Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXNCWThUaXQ4UkdmNHRQWUx0SjIzUSIsImkiOiI1ODc4NzYxOTczIn0.PTFdImw-g7qlXKJlKKKni9mxD_efgmK-m6io41QYhWc,0,35.214453,5878761973,"Mammography Tech Location: Charlotte, NC Agency: AMN Healthcare Allied Pay: $2,509 to $2,585 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: 10/12/2026 About the Position Job Description & Requirements Mammography Tech - (Mam - Mammo Tech) StartDate: 10/12/2026 Available Shifts: 8 D Pay Rate: $2509.00 - $2585.00 We are seeking a skilled Mammography Technologist for a temporary direct position in the energetic city of Charlotte, NC. Known for its blend…",120432.0,Adzuna::API::Response::Location,"['US', 'North Carolina', 'Mecklenburg County', 'Charlotte']","Charlotte, Mecklenburg County",Adzuna::API::Response::Company,AMN Healthcare Allied,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Locum Physician (MD/DO) - Cardiology - General/Other in Petoskey, MI",https://www.adzuna.com/details/5878761983?utm_medium=api&utm_source=abfa41a4,-84.91512,Adzuna::API::Response::Job,342493.53,2026-09-10T12:31:22Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXNCWThUaXQ4UkdmNHRQWUx0SjIzUSIsImkiOiI1ODc4NzYxOTgzIn0.xAPwRELgOHOPWA1EHpp3T7Pzj2rEi-sAY-0NQx6CBKw,1,45.34746,5878761983,"Doctor of Medicine | Cardiology - General/Other Location: Petoskey, MI Employer: Alumni Healthcare Staffing Pay: Competitive weekly pay (inquire for details) Contract Duration: 2 Weeks Start Date: ASAP About the Position Specialty Cardiology State MI Location 416 Connable Ave , Petoskey, MI Requirements McLaren Northern Michigan a top-tier health system in Petoskey MI is actively seeking a Board Certified General Cardiologist for weekend and extended locum tenens assignment providing comprehens…",342493.53,Adzuna::API::Response::Location,"['US', 'Michigan', 'Emmet County', 'Bay View']","Bay View, Emmet County",Adzuna::API::Response::Company,Alumni Healthcare Staffing,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Locum Physician (MD/DO) - Hematology and Oncology in Findlay, OH",https://www.adzuna.com/details/5878761988?utm_medium=api&utm_source=abfa41a4,-83.65002,Adzuna::API::Response::Job,146144.78,2026-09-10T12:31:22Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXNCWThUaXQ4UkdmNHRQWUx0SjIzUSIsImkiOiI1ODc4NzYxOTg4In0.JWQdtj7muQjgKQaQ35ALyDfT5Hcjv3K1mRA2VyXKVvc,1,41.04408,5878761988,"Doctor of Medicine | Hematology and Oncology Location: Findlay, OH Employer: Alumni Healthcare Staffing Pay: Competitive weekly pay (inquire for details) Contract Duration: 2 Weeks Start Date: ASAP About the Position Specialty Hematology/Oncology State OH Location 1900 S Main St, Findlay, OH Requirements Oncology Locum Locations: The Armes Family Cancer Care Center 15990 Medical Drive South Findlay OH 45840 Blanchard Valley Hospital 1900 South Main Street Findlay OH 45840Position Overview An On…",146144.78,Adzuna::API::Response::Location,"['US', 'Ohio', 'Hancock County', 'Findlay']","Findlay, Hancock County",Adzuna::API::Response::Company,Alumni Healthcare Staffing,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel CT Tech - $2,714 to $2,797 per week in Mount Shasta, CA",https://www.adzuna.com/land/ad/5878761913?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=CDAC4A549D78B6636E8434F73D6F59E0F843029B,-122.324087,Adzuna::API::Response::Job,134256.0,2026-09-10T12:31:18Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXNCWThUaXQ4UkdmNHRQWUx0SjIzUSIsImkiOiI1ODc4NzYxOTEzIn0.DnsvM3ZXIPLeHuLTSdaqm2B3YtXysx4XeadfUd-hAZM,0,41.317764,5878761913,"CT Tech Location: Mount Shasta, CA Agency: AMN Healthcare Allied Pay: $2,714 to $2,797 per week Shift Information: Evenings - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: 9/28/2026 About the Position Job Description & Requirements Computed Tomography Technologist - (CT Tech) StartDate: 9/28/2026 Available Shifts: 8 E Pay Rate: $2714.00 - $2797.00 Required Qualifications CT Technologist, Computed Tomography Experience: 1 year Certifications: BLS-AHA(Copy Needed); CERT-ARRT- CT(Copy N…",130272.0,Adzuna::API::Response::Location,"['US', 'California', 'Siskiyou County', 'Mount Shasta']","Mount Shasta, Siskiyou County",Adzuna::API::Response::Company,AMN Healthcare Allied,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Radiology Tech - $2,115 to $2,179 per week in Waltham, MA",https://www.adzuna.com/land/ad/5878761815?se=YsBY8Tit8RGf4tPYLtJ23Q&utm_medium=api&utm_source=abfa41a4&v=2A683FABBC26C8AFFBA7021CD71E10C6D800136B,-71.246527,Adzuna::API::Response::Job,104592.0,2026-09-10T12:31:12Z,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWXNCWThUaXQ4UkdmNHRQWUx0SjIzUSIsImkiOiI1ODc4NzYxODE1In0.tEzru-8AciucH7xBX7_JkukaRrb0o90Xy26BxcUFKcQ,0,42.395694,5878761815,"Radiology Tech Location: Waltham, MA Agency: AMN Healthcare Allied Pay: $2,115 to $2,179 per week Contract Duration: 16 Weeks Start Date: 9/28/2026 About the Position Job Description & Requirements Certified Radiology Technologist - (RAD Tech) StartDate: 9/28/2026 Pay Rate: $2115.00 - $2179.00 Job Benefits Allied travel assignments are typically for 13 weeks and offer generous packages that include: Competitive pay rates Medical, Dental, Vision 401(k) and Flex Spending Life Insurance Accident a…",101520.0,Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Middlesex County', 'Waltham']","Waltham, Middlesex County",Adzuna::API::Response::Company,AMN Healthcare Allied,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
"Travel Occupational Therapist (OT) - $1,978 to $2,038 per week in Granville, NY",https://www.adzuna.com/land/ad/5878761787?se=xu9z8jit8RGWn_T67fT_Ug&utm_medium=api&utm_source=abfa41a4&v=6526C0594AF5D6FEA73C69D8EBE39729867485F1,-73.302641,Adzuna::API::Response::Job,97824.0,2026-09-10T12:31:10Z,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTg3ODc2MTc4NyIsInMiOiJ4dTl6OGppdDhSR1duX1Q2N2ZUX1VnIn0.daCfPzGmjlQkw5_iGL5FHWrlE3wWZHZl-vNPE2TZOqQ,0,43.39972,5878761787,"Occupational Therapist Location: Granville, NY Agency: AMN Healthcare Allied Pay: $1,978 to $2,038 per week Shift Information: Days - 5 days x 8 hours Contract Duration: 13 Weeks Start Date: ASAP About the Position Job Description & Requirements Occupational Therapist - Skilled - (OT) StartDate: ASAP Available Shifts: 8 D Pay Rate: $1978.00 - $2038.00 Start your next contract as a Travel Occupational Therapist in Granville, NY with AMN Healthcare. This assignment offers 40 hours per week in a s…",94944.0,Adzuna::API::Response::Location,"['US', 'New York', 'Washington County', 'South Granville']","South Granville, Washington County",Adzuna::API::Response::Company,AMN Healthcare Allied,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,healthcare-nursing-jobs,full_time,contract
