description,latitude,redirect_url,created,contract_time,salary_is_predicted,salary_max,__CLASS__,adref,longitude,id,title,salary_min,company.__CLASS__,company.display_name,location.display_name,location.__CLASS__,location.area,category.tag,category.__CLASS__,category.label,contract_type
"Title: Transportation Operator I Location: 755 Myster Macklin Street, Petersburg, VA 23806 Equipment to be used by the temporary staffing professional(s) : Motor Coach (up to 56 passenger) Computer software to be used : GPS/Motor Coach Tablet Interview Mode: In Person Knowledge, skills, education, and/or experience: Experience in Operation of Motor Coaches Mandatory skills/certification(s) Requirement: CDL w/Passenger Endorsement Experiences with a 2024/2025 MCI motor coaches 56 passenger buses…",37.237779,https://www.adzuna.com/land/ad/5812417302?se=-HmatqmG8RGOTokAaHxoXQ&utm_medium=api&utm_source=abfa41a4&v=B22B8888FFC7CD9AED5496AB9D4BA73B7DA69041,2026-07-23T11:00:17Z,,1,41212.28,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQxNzMwMiIsInMiOiItSG1hdHFtRzhSR09Ub2tBYUh4b1hRIn0.sSyEHvbXTqAh7GOwunbKHDy8AUwINTJjeuG5PFSFSfI,-77.418275,5812417302,"Transportation Operator I-Only Local to Petersburg, VA 23806",41212.28,Adzuna::API::Response::Company,InfiCare,"Virginia State University, Chesterfield County",Adzuna::API::Response::Location,"['US', 'Virginia', 'Chesterfield County', 'Virginia State University']",admin-jobs,Adzuna::API::Response::Category,Admin Jobs,
"Description: Must have hands on experience in NetworX Pricer (5-6 yrs) Facets is not required, but nice to have NetworX Configuration (Integrated NetworX) Oracle SQL Review contract, Agreement testing, migration, assignment Configure, maintain, and model complex pricing logic within the TriZetto Facets Integrated NetworX Pricer software system. Translate managed care provider contract language into precise fee schedules, rate sheets, and system qualifiers. Manage day-to-day configuration workfl…",,https://www.adzuna.com/land/ad/5812417299?se=-HmatqmG8RGOTokAaHxoXQ&utm_medium=api&utm_source=abfa41a4&v=57B565B3F311C813CE049657E0EDF7EAE0CF75CA,2026-07-23T11:00:17Z,,1,92104.96,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUhtYXRxbUc4UkdPVG9rQWFIeG9YUSIsImkiOiI1ODEyNDE3Mjk5In0.ZbMx89gyTcdmFalWd7l55IUZmVKOE1kdyOTqEwZWkbI,,5812417299,NetworX Configuration Analyst,92104.96,Adzuna::API::Response::Company,Voluble Systems LLC,US,Adzuna::API::Response::Location,['US'],it-jobs,Adzuna::API::Response::Category,IT Jobs,
"Director of Learning & Operational Enablement Location: Tampa/St. Pete with extensive travel to different locations Compensation: $125,000–$150,000 base salary  comprehensive benefits About the Opportunity We are seeking a strategic and innovative learning leader to build, execute, and continuously improve training, development, and operational enablement programs across a large multi-location service organization. The successful candidate will design scalable learning experiences, drive operat…",28.1164,https://www.adzuna.com/land/ad/5812417275?se=-HmatqmG8RGOTokAaHxoXQ&utm_medium=api&utm_source=abfa41a4&v=1076D1F23584257072FBE12FEDD02B02C9E0FFE3,2026-07-23T11:00:17Z,,1,236311.4,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUhtYXRxbUc4UkdPVG9rQWFIeG9YUSIsImkiOiI1ODEyNDE3Mjc1In0.vSSgdcPi81eOOKms1S-fDgV4IthAWeSMo24nVVzExb8,-82.36277,5812417275,Director of Training and Support,236311.4,Adzuna::API::Response::Company,Vaco by Highspring,"Tampa Palms, Hillsborough County",Adzuna::API::Response::Location,"['US', 'Florida', 'Hillsborough County', 'Tampa Palms']",hr-jobs,Adzuna::API::Response::Category,HR & Recruitment Jobs,
"Role: Full-Stack API / UI Engineer Location: Dallas, TX Duration: Long Term API and UI weighted Full-Stack with limited Data analytics, loop engineering and conversational agents Angular front-ends and Java Spring Boot / Python REST APIs on AWS, with OAuth2, JWT and Swagger PostgreSQL, Amazon RDS and DB2, with Dynatrace and Splunk observability Deploys on ROSA with Argo CD Regards, Radiantze Inc",32.760168,https://www.adzuna.com/land/ad/5812417292?se=-HmatqmG8RGOTokAaHxoXQ&utm_medium=api&utm_source=abfa41a4&v=FF684474B279A4F4F8269EC1A7B44A41B4976E03,2026-07-23T11:00:17Z,,1,81678.88,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQxNzI5MiIsInMiOiItSG1hdHFtRzhSR09Ub2tBYUh4b1hRIn0.8p5oJRNAStSQCKaUjkkfIMsWdw_LziUqWbU8eogcZ68,-96.765058,5812417292,"Need Full Stack API / UI Engineer - Dallas, TX",81678.88,Adzuna::API::Response::Company,Radiantze,"Highland Park, Dallas",Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas', 'Highland Park']",it-jobs,Adzuna::API::Response::Category,IT Jobs,
"Role: Senior Workday Extend Developer Duration: Long Term Contract Work Type: Remote NOTE: No sponsorship is available for this role and we require visa-independent candidates only. Job Description: Total Workday experience of 10 years and 4 to 5 years of experience working with Workday Extend as an SME including PMD scripting, orchestration, Core HCM module and security configuration. Over 8 years of experience implementing integration solutions, with expertise in Workday studio and XSLT for c…",40.288232,https://www.adzuna.com/land/ad/5812417297?se=-HmatqmG8RGOTokAaHxoXQ&utm_medium=api&utm_source=abfa41a4&v=808AD0D8212C1EC0F5B54758BE9918BFC65770D6,2026-07-23T11:00:17Z,,1,154666.0,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUhtYXRxbUc4UkdPVG9rQWFIeG9YUSIsImkiOiI1ODEyNDE3Mjk3In0.kMcwtLv26EjntbUFHSlpVkPP67X7MsW3afym8TjjPfc,-74.617769,5812417297,Senior Workday Extend Developer - Long Term Contract - Remote,154666.0,Adzuna::API::Response::Company,GlobalPoint,"New Jersey, US",Adzuna::API::Response::Location,"['US', 'New Jersey']",it-jobs,Adzuna::API::Response::Category,IT Jobs,
"Role: Cloud Full Stack Engineer Location: Dallas, TX Duration: Long Term Angular frontends and Java Spring Boot / Python REST APIs, with Spring Security, OAuth2, JWT and Swagger AWS (EKS, ECS, ECR, Lambda, S3, SQS, EC2, Route 53, CloudWatch) and Azure on Kubernetes, ROSA and Docker with CI/CD via GitLab/GitHub PostgreSQL, Amazon RDS and DB2, with Dynatrace and Splunk observability Databricks work with Apache Spark and Iceberg Regards, Radiantze Inc",32.760168,https://www.adzuna.com/land/ad/5812417278?se=-HmatqmG8RGOTokAaHxoXQ&utm_medium=api&utm_source=abfa41a4&v=751FF886AE6655074C0CCC8310E0086C189A716E,2026-07-23T11:00:17Z,,1,99335.09,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQxNzI3OCIsInMiOiItSG1hdHFtRzhSR09Ub2tBYUh4b1hRIn0.jCezT8qB4H11EE9PObEFbziM7caMbPghzypyiSvtRPk,-96.765058,5812417278,"Need Cloud Full Stack Engineer - Dallas, TX",99335.09,Adzuna::API::Response::Company,Radiantze,"Highland Park, Dallas",Adzuna::API::Response::Location,"['US', 'Texas', 'Dallas', 'Highland Park']",it-jobs,Adzuna::API::Response::Category,IT Jobs,
"This position performs electrical work to remove, install, repair, operate and maintain electrical, HVAC and machinery equipment in wastewater treatment plant systems, lift stations and other related facilities. May also remove, install, repair, calibrate and maintain digital and analog electronic devices and equipment. What you�ll do: Repair and replace electrical wiring and components Perform preventative maintenance Install and Maintain PLC, HMI, and SCADA systems The ideal candidate: Has ex…",39.054172,https://www.adzuna.com/details/5812417159?utm_medium=api&utm_source=abfa41a4,2026-07-23T11:00:09Z,,1,48345.85,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiLUhtYXRxbUc4UkdPVG9rQWFIeG9YUSIsImkiOiI1ODEyNDE3MTU5In0.gGtPQCi_H9D8HvGaNeWZWDjM8RW6kc_RK5AsOy-a01Q,-95.672143,5812417159,Electrician - Water Pollution Control,48345.85,Adzuna::API::Response::Company,City of Topeka,"Topeka, Shawnee County",Adzuna::API::Response::Location,"['US', 'Kansas', 'Shawnee County', 'Topeka']",maintenance-jobs,Adzuna::API::Response::Category,Maintenance Jobs,
"Overview Summit Building Services is proud to have the best team in the janitorial industry, or any industry for that matter. Our team members are dedicated stewards of dozens of facilities, and they help us to create a greener, cleaner, and healthier world every single day. Through a shared commitment to excellence, we're creating new opportunities for our team members and revolutionizing janitorial services for our clients. If you can pledge to keep our company ideals of character, competence…",47.366651,https://www.adzuna.com/land/ad/5812417075?se=YGClt6mG8RGlUrNxYc2GaA&utm_medium=api&utm_source=abfa41a4&v=942A89A016EE4BF2D92624CCBB5C2659C5AF0162,2026-07-23T11:00:03Z,part_time,1,28150.42,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQxNzA3NSIsInMiOiJZR0NsdDZtRzhSR2xVck54WWMyR2FBIn0.E9qL30JwOgStqGaXe_gcDOvv98mPp4_QSC-ov-TalTQ,-122.197612,5812417075,Commercial Cleaner / Janitor (1776),28150.42,Adzuna::API::Response::Company,Summit Building Services,"Kent, King County",Adzuna::API::Response::Location,"['US', 'Washington', 'King County', 'Kent']",domestic-help-cleaning-jobs,Adzuna::API::Response::Category,Domestic help & Cleaning Jobs,
"Vivian is looking for Travel Physical Therapist Therapys in Newberry, South Carolina paying up to $2,221/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discov…",34.27865,https://www.adzuna.com/land/ad/5812417008?se=YGClt6mG8RGlUrNxYc2GaA&utm_medium=api&utm_source=abfa41a4&v=62FF72A09EC57C4CD7D1DBBE811CA298CEBF7CE7,2026-07-23T11:00:00Z,,0,115492.0,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQxNzAwOCIsInMiOiJZR0NsdDZtRzhSR2xVck54WWMyR2FBIn0.uSXAXoEFn5gedIiflsC29RBtQvj-J91MwyT3nu-UnPk,-81.616205,5812417008,"Travel Physical Therapist - Paying up to $2,221/week",0.0,Adzuna::API::Response::Company,Vivian Health,"Newberry, Newberry County",Adzuna::API::Response::Location,"['US', 'South Carolina', 'Newberry County', 'Newberry']",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
"Vivian is looking for Travel Physical Therapy Assistant Therapys in Pine Lake, Georgia paying up to $1,564/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and disc…",33.791003,https://www.adzuna.com/land/ad/5812417018?se=YGClt6mG8RGlUrNxYc2GaA&utm_medium=api&utm_source=abfa41a4&v=66D444372B335F74C0A25EC1275E6CC904159B4D,2026-07-23T11:00:00Z,,0,81328.0,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUdDbHQ2bUc4UkdsVXJOeFljMkdhQSIsImkiOiI1ODEyNDE3MDE4In0.dBtPDdTV1oMfCjPKmLkhTSjqWc0Rxwd81MtAmbdL0ms,-84.205678,5812417018,"Travel Outpatient Physical Therapy Assistant - Paying up to $1,564/week",0.0,Adzuna::API::Response::Company,Vivian Health,"Pine Lake, DeKalb County",Adzuna::API::Response::Location,"['US', 'Georgia', 'DeKalb County', 'Pine Lake']",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
"Vivian is looking for Travel Occupational Therapist Therapys in South Williamson, Kentucky paying up to $2,491/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and …",37.669793,https://www.adzuna.com/land/ad/5812417025?se=YGClt6mG8RGlUrNxYc2GaA&utm_medium=api&utm_source=abfa41a4&v=47A310D89D2C837CF9F87F34BC0C2B5BA586A500,2026-07-23T11:00:00Z,,0,129532.0,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQxNzAyNSIsInMiOiJZR0NsdDZtRzhSR2xVck54WWMyR2FBIn0.RBDBKILcL9LRmhDSNGThfBo1DVhlhZ2bJvPTMrKKmRw,-82.286471,5812417025,"Travel Occupational Therapist - Paying up to $2,491/week",0.0,Adzuna::API::Response::Company,Vivian Health,"South Williamson, Pike County",Adzuna::API::Response::Location,"['US', 'Kentucky', 'Pike County', 'South Williamson']",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
"BAYADA Home Health Care is seeking a Home Health Occupational Therapist for a job in Haddon Heights, New Jersey. Job Description & Requirements Specialty: Occupational Therapist Discipline: Therapy Duration: Ongoing Employment Type: Staff When you know Home is the future of Healthcare Jefferson Health at Home by BAYADA was founded on the principle that healthcare gets better when people get better care at home – the place where they feel best. We are currently recruiting for a compassionate Ful…",39.878702,https://www.adzuna.com/land/ad/5812417039?se=YGClt6mG8RGlUrNxYc2GaA&utm_medium=api&utm_source=abfa41a4&v=50486CF739A4D507E3F4E4999C6C5E4CA9894231,2026-07-23T11:00:00Z,,1,134025.86,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQxNzAzOSIsInMiOiJZR0NsdDZtRzhSR2xVck54WWMyR2FBIn0.GMvOmXMLZO4msbZvDJy8PMsiZg14xq49buWSUQpMELg,-75.065121,5812417039,Home Health Occupational Therapist - $58 per visit,134025.86,Adzuna::API::Response::Company,BAYADA Home Health Care,"Haddon Heights, Camden County",Adzuna::API::Response::Location,"['US', 'New Jersey', 'Camden County', 'Haddon Heights']",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
"Vivian is looking for Travel Occupational Therapist Therapys in Marshall, Michigan paying up to $2,495/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover…",42.273597,https://www.adzuna.com/land/ad/5812417011?se=YGClt6mG8RGlUrNxYc2GaA&utm_medium=api&utm_source=abfa41a4&v=7E1F848144015C816648FD5E5EC7D7329E774254,2026-07-23T11:00:00Z,,0,129740.0,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUdDbHQ2bUc4UkdsVXJOeFljMkdhQSIsImkiOiI1ODEyNDE3MDExIn0.eTWWKkaan6zIeVWqS_glb7fY9KTBzaG6wSBOBiJR5jw,-84.95599,5812417011,"Travel Occupational Therapist - Paying up to $2,495/week",0.0,Adzuna::API::Response::Company,Vivian Health,"Marshall, Calhoun County",Adzuna::API::Response::Location,"['US', 'Michigan', 'Calhoun County', 'Marshall']",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
"Vivian is looking for Travel Physical Therapist Therapys in Lexington, Massachusetts paying up to $2,800/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discov…",42.445,https://www.adzuna.com/land/ad/5812417024?se=YGClt6mG8RGlUrNxYc2GaA&utm_medium=api&utm_source=abfa41a4&v=37FF8FA386E0801B253321F8EB160ADA9E9BAA38,2026-07-23T11:00:00Z,,0,145600.0,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUdDbHQ2bUc4UkdsVXJOeFljMkdhQSIsImkiOiI1ODEyNDE3MDI0In0.bgSSaz4Td0m7vU3j5J3OZsNSuyB1w07AbbfJcZid1mE,-71.226,5812417024,"Travel Physical Therapist - Paying up to $2,800/week",0.0,Adzuna::API::Response::Company,Vivian Health,"Lexington, Middlesex County",Adzuna::API::Response::Location,"['US', 'Massachusetts', 'Middlesex County', 'Lexington']",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
"Tripod Partners USA is seeking a travel nurse RN Manager for a travel nursing job in Marysville, California. Job Description & Requirements Specialty: Manager Discipline: RN Start Date: 08/10/2026 Duration: 8 weeks 48 hours per week Shift: 12 hours Employment Type: Travel Tripod Partners USA Job ID 225. Pay package is based on 12 hour shifts and 48 hours per week (subject to confirmation) with tax-free stipend amount to be determined. About Tripod Partners USA Founded originally in London, Engl…",39.16091,https://www.adzuna.com/land/ad/5812417044?se=YGClt6mG8RGlUrNxYc2GaA&utm_medium=api&utm_source=abfa41a4&v=96ED95BCE9D79640B7CE46CB9D674DBC6022AFE5,2026-07-23T11:00:00Z,,0,185328.0,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJzIjoiWUdDbHQ2bUc4UkdsVXJOeFljMkdhQSIsImkiOiI1ODEyNDE3MDQ0In0.T1-6RI0HBbo-V2c0ZtQ9PlibMtl3UKh1HTTAXt3v8bI,-121.546747,5812417044,"Travel Nurse RN - Manager - $3,564 per week",0.0,Adzuna::API::Response::Company,Tripod Partners USA,"Linda, Yuba County",Adzuna::API::Response::Location,"['US', 'California', 'Yuba County', 'Linda']",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
"Vivian is looking for Travel Physical Therapist Therapys in Granbury, Texas paying up to $2,528/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and discover jobs m…",32.431218,https://www.adzuna.com/land/ad/5812417022?se=YGClt6mG8RGlUrNxYc2GaA&utm_medium=api&utm_source=abfa41a4&v=CDC8D9C217ED7AA30ACD97BB6E48B2D0F1942D32,2026-07-23T11:00:00Z,,0,131456.0,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQxNzAyMiIsInMiOiJZR0NsdDZtRzhSR2xVck54WWMyR2FBIn0.eqGIj_beTlhMiR5hmi9jpW7TWG_CTgclNjTgeOhmleA,-97.790887,5812417022,"Travel Physical Therapist - Paying up to $2,528/week",0.0,Adzuna::API::Response::Company,Vivian Health,"Granbury, Hood County",Adzuna::API::Response::Location,"['US', 'Texas', 'Hood County', 'Granbury']",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
"Vivian is looking for Travel Physical Therapy Assistant Therapys in Roseville, California paying up to $2,150/week At Vivian, we ensure your next step is a step forward. That's why we built a jobs marketplace that serves healthcare professionals first. It's easy to get started: Create a profile - Build your reputation with a universal profile that works across hundreds of different healthcare employers. Explore your options - Select your preferences (shift details, salary, location, etc.) and d…",38.7648,https://www.adzuna.com/land/ad/5812417010?se=YGClt6mG8RGlUrNxYc2GaA&utm_medium=api&utm_source=abfa41a4&v=244AD34AC8A4FE5158A014C3146790706ABCA018,2026-07-23T11:00:00Z,,0,111800.0,Adzuna::API::Response::Job,eyJhbGciOiJIUzI1NiJ9.eyJpIjoiNTgxMjQxNzAxMCIsInMiOiJZR0NsdDZtRzhSR2xVck54WWMyR2FBIn0.6G0VG_VZX46rp-kDndEVHFwuj2IGhbpa82axoX5HTbU,-121.2869,5812417010,"Travel Physical Therapy Assistant - Paying up to $2,150/week",0.0,Adzuna::API::Response::Company,Vivian Health,"Roseville, Placer County",Adzuna::API::Response::Location,"['US', 'California', 'Placer County', 'Roseville']",healthcare-nursing-jobs,Adzuna::API::Response::Category,Healthcare & Nursing Jobs,
